OBJECTID,NAME,STATESENAT,CONG,STATEREP,ShapeSTAre,ShapeSTLen,District,geometry
7,1094,19,20,117,61018403.53125,35009.07902125912,4,"list(list(c(-98.637041, -98.639009, -98.639295, -98.641021, -98.642567, -98.643302, -98.64349, -98.643952, -98.64436, -98.644707, -98.644904, -98.646482, -98.646484, -98.646491, -98.646494, -98.646479, -98.64638, -98.646383, -98.646387, -98.646387, -98.646392, -98.646383, -98.646409, -98.646411, -98.646392, -98.646358, -98.646268, -98.645837, -98.645513, -98.645152, -98.643755, -98.642585, -98.640793, -98.638942, -98.638859, -98.6368, -98.635803, -98.633959, -98.633205, -98.625864, -98.62563, -98.62683, 
-98.627538, -98.628304, -98.63241, -98.633821, -98.635135, -98.637041, 29.360772, 29.36075, 29.360747, 29.360704, 29.360696, 29.360698, 29.360699, 29.360687, 29.360689, 29.360654, 29.360605, 29.360633, 29.356386, 29.352477, 29.350447, 29.350444, 29.350444, 29.347198, 29.342029, 29.34145, 29.340131, 29.336707, 29.325501, 29.322828, 29.322722, 29.322634, 29.322529, 29.322856, 29.323099, 29.323359, 29.324389, 29.32527, 29.326603, 29.328, 29.328061, 29.329574, 29.330315, 29.331707, 29.332253, 29.337714, 
29.337887, 29.340435, 29.34231, 29.344365, 29.354237, 29.357629, 29.360789, 29.360772)))"
8,1062,19,23,118,211010557.97265625,74758.60719507177,4,"list(list(c(-98.614149, -98.614137, -98.614174, -98.614155, -98.614036, -98.61371, -98.613546, -98.61317, -98.612837, -98.612529, -98.612385, -98.611945, -98.611764, -98.611531, -98.611249, -98.611142, -98.611048, -98.610703, -98.610508, -98.610432, -98.61037, -98.610376, -98.610538, -98.610595, -98.610796, -98.610846, -98.610858, -98.610839, -98.610871, -98.611002, -98.611291, -98.611466, -98.61156, -98.611849, -98.612093, -98.612256, -98.612401, -98.612564, -98.612802, -98.61299, -98.613185, -98.613404, 
-98.613454, -98.613486, -98.613485, -98.613441, -98.61336, -98.613253, -98.61319, -98.613184, -98.613121, -98.612976, -98.612913, -98.612769, -98.612543, -98.611934, -98.611469, -98.61103, -98.610584, -98.610321, -98.609813, -98.609379, -98.609166, -98.609078, -98.608921, -98.60889, -98.608495, -98.608131, -98.607836, -98.607366, -98.607052, -98.606745, -98.606387, -98.606256, -98.606149, -98.605961, -98.605779, -98.605559, -98.605333, -98.605045, -98.604624, -98.604122, -98.603815, -98.603614, -98.603419, 
-98.603237, -98.603131, -98.603099, -98.603124, -98.603375, -98.603482, -98.603501, -98.603494, -98.603394, -98.603249, -98.603005, -98.602559, -98.602277, -98.601869, -98.60158, -98.601335, -98.601135, -98.601097, -98.601103, -98.601204, -98.601304, -98.601361, -98.601373, -98.601367, -98.601304, -98.601041, -98.600715, -98.60057, -98.600482, -98.600407, -98.600319, -98.600194, -98.599987, -98.599917, -98.599666, -98.59927, -98.598837, -98.598831, -98.598397, -98.598078, -98.597658, -98.597295, 
-98.597249, -98.597167, -98.597042, -98.59627, -98.595887, -98.595611, -98.595341, -98.594965, -98.594751, -98.594519, -98.594394, -98.594205, -98.594005, -98.593816, -98.593459, -98.5933397, -98.5934573, -98.5934119, -98.5924268, -98.5924247, -98.5906683, -98.5906715, -98.5897364, -98.5897424, -98.586141, -98.5861658, -98.585245, -98.5852178, -98.5837092, -98.5809722, -98.5775809, -98.5743433, -98.5742968, -98.5742694, -98.573956, -98.573811, -98.573626, -98.571444, -98.571276, -98.571099, -98.569832, 
-98.568709, -98.568297, -98.567992, -98.567634, -98.567053, -98.566121, -98.565719, -98.565573, -98.565532, -98.563978, -98.563455, -98.561939, -98.56127, -98.560804, -98.56029, -98.559944, -98.559704, -98.559393, -98.559141, -98.558938, -98.558695, -98.558609, -98.558339, -98.558249, -98.558099, -98.557946, -98.557809, -98.557688, -98.557406, -98.557145, -98.55691, -98.556529, -98.556181, -98.556132, -98.556068, -98.5560631, -98.5560633, -98.5661003, -98.5667718, -98.5691253, -98.5739649, -98.573045, 
-98.5721139, -98.5717832, -98.576228, -98.582214, -98.58518, -98.586446, -98.587202, -98.588066, -98.588273, -98.589476, -98.590492, -98.592308, -98.5923088, -98.5924346, -98.5928524, -98.5932822, -98.5940494, -98.5947749, -98.5953499, -98.5960857, -98.5966866, -98.5972884, -98.5975937, -98.5980335, -98.5984158, -98.5985608, -98.5987371, -98.5992394, -98.5997858, -98.6001935, -98.6006044, -98.6009884, -98.6013352, -98.6016662, -98.6019806, -98.602165, -98.6022976, -98.6028162, -98.6030974, -98.6033631, 
-98.6034994, -98.6038408, -98.6044723, -98.6049008, -98.605277, -98.6057538, -98.6064339, -98.6071152, -98.6078458, -98.608356, -98.6090729, -98.6097689, -98.6102103, -98.6103415, -98.6108814, -98.6112586, -98.6114865, -98.6119394, -98.6123438, -98.6124831, -98.6126881, -98.613193, -98.6135665, -98.6136839, -98.6138931, -98.6140207, -98.6141787, -98.6142746, -98.614149, 29.281342, 29.281293, 29.281216, 29.281128, 29.280979, 29.280743, 29.280649, 29.280352, 29.280127, 29.279874, 29.279791, 29.279654, 
29.279616, 29.279583, 29.27961, 29.279605, 29.279583, 29.279187, 29.278483, 29.278246, 29.277966, 29.277779, 29.276876, 29.276772, 29.276673, 29.276595, 29.276491, 29.276304, 29.27615, 29.275792, 29.275264, 29.275055, 29.274912, 29.274185, 29.27375, 29.273591, 29.273492, 29.273448, 29.273398, 29.273343, 29.273156, 29.27271, 29.272523, 29.27227, 29.271967, 29.271764, 29.271593, 29.271445, 29.271219, 29.270928, 29.270113, 29.269387, 29.269233, 29.268997, 29.268749, 29.268403, 29.268161, 29.268007, 
29.267908, 29.267831, 29.267655, 29.267408, 29.267303, 29.267292, 29.267325, 29.26732, 29.267408, 29.267579, 29.267733, 29.268173, 29.268586, 29.268872, 29.269488, 29.269654, 29.269731, 29.26983, 29.269868, 29.269846, 29.269808, 29.269792, 29.269836, 29.269924, 29.269951, 29.269957, 29.269902, 29.269781, 29.269688, 29.269605, 29.269534, 29.269253, 29.269011, 29.268879, 29.268697, 29.268433, 29.268296, 29.268153, 29.267966, 29.267894, 29.267916, 29.26796, 29.268038, 29.268197, 29.26828, 29.26834, 
29.26845, 29.268527, 29.268599, 29.268654, 29.268709, 29.268791, 29.268923, 29.269116, 29.269182, 29.26921, 29.269215, 29.269188, 29.269116, 29.26888, 29.268704, 29.267823, 29.266613, 29.265188, 29.265144, 29.264258, 29.263756, 29.263365, 29.263207, 29.263246, 29.263274, 29.263263, 29.262988, 29.262829, 29.262724, 29.262642, 29.262598, 29.262609, 29.262658, 29.262664, 29.262642, 29.262571, 29.26245, 29.261971, 29.2617026, 29.2637752, 29.2757527, 29.2755973, 29.2721083, 29.2718989, 29.2732286, 29.273098, 
29.2752235, 29.2746718, 29.2737592, 29.2736388, 29.2745218, 29.2742315, 29.2739027, 29.2734162, 29.272438, 29.2724239, 29.2724142, 29.272816, 29.273002, 29.273236, 29.276005, 29.276218, 29.276442, 29.278046, 29.279469, 29.279952, 29.280292, 29.280645, 29.281131, 29.28185, 29.282146, 29.282252, 29.282282, 29.283412, 29.283816, 29.284928, 29.285458, 29.285874, 29.286373, 29.28679, 29.287123, 29.287602, 29.288081, 29.288578, 29.289285, 29.289648, 29.291204, 29.291723, 29.292413, 29.293262, 29.294155, 
29.294845, 29.296458, 29.297872, 29.299194, 29.301465, 29.303311, 29.303615, 29.304013, 29.3040387, 29.3040388, 29.3054911, 29.3058364, 29.3058637, 29.3065547, 29.3119297, 29.3173543, 29.3194194, 29.318438, 29.317116, 29.31647, 29.316165, 29.316043, 29.315887, 29.315849, 29.315721, 29.315675, 29.31568, 29.31568, 29.3154683, 29.3147504, 29.3140412, 29.3127316, 29.3114621, 29.3104361, 29.3091232, 29.3080509, 29.306977, 29.3064322, 29.3056474, 29.3049652, 29.3047065, 29.3043892, 29.3034854, 29.3024119, 
29.3016283, 29.3006532, 29.2999253, 29.2992836, 29.2987, 29.2981459, 29.2978207, 29.2975869, 29.2966726, 29.2961762, 29.2957076, 29.2954672, 29.2950048, 29.2943631, 29.2938927, 29.2933419, 29.292598, 29.2915375, 29.2904479, 29.2892795, 29.2884719, 29.2873342, 29.286226, 29.2855233, 29.2853143, 29.2844548, 29.2838584, 29.2835283, 29.283025, 29.2826759, 29.2825556, 29.2824097, 29.2820956, 29.2818811, 29.2818115, 29.2816904, 29.2816167, 29.2815276, 29.2814735, 29.281342)))"
9,1075,19,20,117,36666309.17578125,29719.867953505393,4,"list(list(c(-98.608099, -98.607083, -98.606071, -98.603666, -98.603781, -98.604001, -98.604241, -98.605673, -98.608442, -98.610141, -98.611854, -98.612251, -98.615638, -98.616432, -98.616597, -98.616745, -98.617349, -98.617752, -98.618791, -98.621298, -98.622195, -98.622931, -98.624226, -98.625977, -98.626932, -98.627209, -98.627237, -98.627498, -98.627634, -98.62778, -98.628007, -98.628209, -98.628455, -98.628598, -98.628807, -98.628914, -98.629555, -98.629881, -98.630007, -98.630137, -98.630257, 
-98.630536, -98.630671, -98.630725, -98.630993, -98.631359, -98.63159, -98.631761, -98.632308, -98.632693, -98.632938, -98.633299, -98.635135, -98.633821, -98.63241, -98.628304, -98.627538, -98.62683, -98.62563, -98.624893, -98.624499, -98.624175, -98.623986, -98.623713, -98.623051, -98.622205, -98.621896, -98.621324, -98.620439, -98.619571, -98.617825, -98.616625, -98.6159, -98.61479, -98.614211, -98.612543, -98.611069, -98.61095, -98.610949, -98.6105, -98.609765, -98.609736, -98.609524, -98.6104788, 
-98.6101754, -98.6096915, -98.6085893, -98.6084077, -98.608099, 29.35097, 29.35173, 29.352488, 29.354297, 29.354385, 29.354503, 29.354571, 29.354778, 29.355199, 29.355441, 29.355694, 29.355752, 29.356242, 29.35637, 29.356394, 29.356415, 29.356501, 29.356558, 29.35671, 29.357086, 29.357221, 29.357336, 29.357526, 29.357792, 29.357929, 29.357983, 29.357988, 29.358052, 29.358102, 29.358165, 29.358282, 29.358393, 29.358546, 29.35866, 29.358826, 29.358929, 29.359661, 29.359998, 29.360113, 29.360212, 29.360296, 
29.360454, 29.360517, 29.36054, 29.360652, 29.360768, 29.360816, 29.360825, 29.360817, 29.360812, 29.36081, 29.360807, 29.360789, 29.357629, 29.354237, 29.344365, 29.34231, 29.340435, 29.337887, 29.338435, 29.338727, 29.338968, 29.339108, 29.339311, 29.339802, 29.34043, 29.34068, 29.3411, 29.34177, 29.342412, 29.343703, 29.344606, 29.345142, 29.345962, 29.346394, 29.347658, 29.348766, 29.348855, 29.348855, 29.349199, 29.349761, 29.349783, 29.3499361, 29.3508726, 29.3513483, 29.3520576, 29.3509226, 
29.3507448, 29.35097)))"
10,1061,19,20,117,46531729.404296875,29693.818450051676,4,"list(list(c(-98.60075, -98.600775, -98.600819, -98.601327, -98.60161, -98.602181, -98.602728, -98.602872, -98.60355, -98.603751, -98.604091, -98.604172, -98.604222, -98.604354, -98.604373, -98.604417, -98.604587, -98.604725, -98.604801, -98.604851, -98.604964, -98.605033, -98.605178, -98.605247, -98.605567, -98.605844, -98.606208, -98.606416, -98.606667, -98.607118, -98.607372, -98.607639, -98.608947, -98.608642, -98.608782, -98.608819, -98.608759, -98.608704, -98.608303, -98.608253, -98.608236, 
-98.608222, -98.608234, -98.608404, -98.608561, -98.608718, -98.60885, -98.608855, -98.609076, -98.609246, -98.609259, -98.609253, -98.60929, -98.610949, -98.61095, -98.611069, -98.612543, -98.614211, -98.61479, -98.6159, -98.616625, -98.617825, -98.619571, -98.620439, -98.621324, -98.621896, -98.622205, -98.623051, -98.623713, -98.623986, -98.624175, -98.624499, -98.624893, -98.62563, -98.625864, -98.625769, -98.625671, -98.625552, -98.624916, -98.62455, -98.622347, -98.622177, -98.621924, -98.621806, 
-98.621579, -98.621485, -98.62026, -98.620069, -98.619971, -98.619564, -98.6195871, -98.61978, -98.6197734, -98.619485, -98.619374, -98.619178, -98.618165, -98.616364, -98.616154, -98.615967, -98.614757, -98.614391, -98.614184, -98.614378, -98.613841, -98.599653, -98.599713, -98.599808, -98.599858, -98.59996, -98.599984, -98.600053, -98.600141, -98.600228, -98.60031, -98.600423, -98.600599, -98.600662, -98.600712, -98.60075, 29.33071, 29.330803, 29.330869, 29.331078, 29.331155, 29.331243, 29.331441, 
29.331468, 29.33165, 29.331776, 29.332073, 29.332156, 29.332227, 29.332475, 29.332486, 29.332596, 29.332942, 29.333322, 29.333652, 29.334087, 29.3344, 29.334516, 29.334724, 29.334824, 29.335176, 29.335539, 29.336535, 29.33687, 29.337129, 29.338352, 29.338773, 29.33977, 29.340036, 29.341487, 29.341731, 29.342129, 29.342402, 29.342652, 29.344737, 29.345073, 29.345351, 29.34559, 29.345678, 29.346129, 29.346426, 29.346767, 29.347136, 29.347145, 29.347537, 29.348176, 29.348286, 29.34833, 29.348566, 29.348855, 
29.348855, 29.348766, 29.347658, 29.346394, 29.345962, 29.345142, 29.344606, 29.343703, 29.342412, 29.34177, 29.3411, 29.34068, 29.34043, 29.339802, 29.339311, 29.339108, 29.338968, 29.338727, 29.338435, 29.337887, 29.337714, 29.337579, 29.337432, 29.337139, 29.335624, 29.334736, 29.329222, 29.328821, 29.32796, 29.327559, 29.326788, 29.326468, 29.324089, 29.323776, 29.323574, 29.323109, 29.3230968, 29.322995, 29.322985, 29.322551, 29.322382, 29.322384, 29.321035, 29.318939, 29.318802, 29.31892, 29.319684, 
29.319915, 29.320046, 29.320197, 29.320538, 29.329562, 29.329709, 29.329989, 29.330209, 29.330391, 29.330435, 29.330534, 29.330605, 29.330649, 29.33066, 29.330655, 29.330605, 29.330605, 29.330644, 29.33071)))"
11,1039,19,20,117,79973536.748046875,51188.29257994346,4,"list(list(c(-98.581982, -98.582465, -98.583395, -98.583941, -98.584205, -98.584375, -98.584683, -98.584802, -98.584865, -98.584852, -98.584796, -98.584796, -98.584827, -98.584897, -98.585016, -98.585544, -98.585719, -98.585822, -98.589018, -98.589136, -98.589589, -98.58991, -98.59029, -98.591107, -98.592507, -98.5944, -98.597229, -98.599722, -98.600037, -98.602758, -98.603666, -98.606071, -98.607083, -98.608099, -98.6084077, -98.6085893, -98.6096915, -98.6101754, -98.6104788, -98.609524, -98.609736, 
-98.609765, -98.6105, -98.610949, -98.60929, -98.609253, -98.609259, -98.609246, -98.609076, -98.608855, -98.60885, -98.608718, -98.608561, -98.608404, -98.608234, -98.608222, -98.608236, -98.608253, -98.608303, -98.608704, -98.608759, -98.608819, -98.608782, -98.608642, -98.608947, -98.607639, -98.607372, -98.607118, -98.606667, -98.606416, -98.606208, -98.605844, -98.605567, -98.605247, -98.605178, -98.605033, -98.604964, -98.604851, -98.604801, -98.604725, -98.604587, -98.604417, -98.604373, -98.604354, 
-98.604222, -98.604172, -98.604091, -98.603751, -98.60355, -98.602872, -98.602728, -98.602181, -98.60161, -98.601327, -98.600819, -98.600775, -98.60075, -98.600712, -98.600662, -98.600599, -98.600423, -98.60031, -98.600228, -98.600141, -98.600053, -98.599984, -98.59996, -98.599858, -98.599808, -98.599713, -98.599653, -98.613841, -98.614378, -98.614184, -98.613799, -98.613615, -98.610251, -98.606775, -98.599552, -98.59939, -98.596153, -98.595481, -98.594953, -98.594455, -98.593958, -98.593469, -98.593084, 
-98.592678, -98.592464, -98.59179, -98.59134, -98.591099, -98.590972, -98.589921, -98.589425, -98.589094, -98.588429, -98.587664, -98.587292, -98.586564, -98.585724, -98.584173, -98.584062, -98.582786, -98.581562, -98.579222, -98.576913, -98.5768, -98.57671, -98.576395, -98.574835, -98.575009, -98.576022, -98.576607, -98.576746, -98.5764719, -98.5759946, -98.5757045, -98.575667, -98.575988, -98.5760949, -98.576371, -98.5765456, -98.5783712, -98.57951, -98.5795045, -98.579369, -98.579494, -98.579639, 
-98.5805, -98.58168, -98.581982, 29.361122, 29.361375, 29.361623, 29.361876, 29.36209, 29.362266, 29.362663, 29.362982, 29.363235, 29.363592, 29.363823, 29.363928, 29.364115, 29.364407, 29.364687, 29.365336, 29.365568, 29.365704, 29.365707, 29.365576, 29.365072, 29.364729, 29.364373, 29.363733, 29.362635, 29.361141, 29.358984, 29.357195, 29.356965, 29.354984, 29.354297, 29.352488, 29.35173, 29.35097, 29.3507448, 29.3509226, 29.3520576, 29.3513483, 29.3508726, 29.3499361, 29.349783, 29.349761, 29.349199, 
29.348855, 29.348566, 29.34833, 29.348286, 29.348176, 29.347537, 29.347145, 29.347136, 29.346767, 29.346426, 29.346129, 29.345678, 29.34559, 29.345351, 29.345073, 29.344737, 29.342652, 29.342402, 29.342129, 29.341731, 29.341487, 29.340036, 29.33977, 29.338773, 29.338352, 29.337129, 29.33687, 29.336535, 29.335539, 29.335176, 29.334824, 29.334724, 29.334516, 29.3344, 29.334087, 29.333652, 29.333322, 29.332942, 29.332596, 29.332486, 29.332475, 29.332227, 29.332156, 29.332073, 29.331776, 29.33165, 29.331468, 
29.331441, 29.331243, 29.331155, 29.331078, 29.330869, 29.330803, 29.33071, 29.330644, 29.330605, 29.330605, 29.330655, 29.33066, 29.330649, 29.330605, 29.330534, 29.330435, 29.330391, 29.330209, 29.329989, 29.329709, 29.329562, 29.320538, 29.320197, 29.320046, 29.320288, 29.320404, 29.322528, 29.324745, 29.32932, 29.329423, 29.331468, 29.331913, 29.332289, 29.332677, 29.333095, 29.333532, 29.333897, 29.334319, 29.334559, 29.335358, 29.335929, 29.336275, 29.336446, 29.338186, 29.33892, 29.33937, 
29.340146, 29.340983, 29.34138, 29.342159, 29.343063, 29.344732, 29.34485, 29.346214, 29.347535, 29.350042, 29.352534, 29.352633, 29.352743, 29.353081, 29.354763, 29.354906, 29.355349, 29.355644, 29.35595, 29.3564149, 29.3572243, 29.3576948, 29.35778, 29.358667, 29.3587818, 29.359248, 29.3592655, 29.3594487, 29.359563, 29.3596259, 29.361189, 29.361156, 29.361117, 29.361051, 29.361067, 29.361122)))"
14,1105,19,23,118,228374906.3203125,95469.23286166106,4,"list(list(c(-98.5389931, -98.5362371, -98.5342204, -98.528863, -98.5304676, -98.5306516, -98.5308586, -98.5310955, -98.5314539, -98.5316762, -98.5322899, -98.5329411, -98.5331261, -98.5325735, -98.531024, -98.5305302, -98.5247494, -98.5247511, -98.5247475, -98.5247531, -98.5247535, -98.5247016, -98.5246595, -98.5246513, -98.521875, -98.5183625, -98.5183479, -98.518358, -98.51972, -98.522207, -98.526975, -98.527867, -98.531137, -98.532621, -98.53671, -98.538459, -98.546272, -98.547424, -98.548969, 
-98.552616, -98.552789, -98.552953, -98.553135, -98.553176, -98.55323, -98.553268, -98.553293, -98.553315, -98.553464, -98.55364, -98.553922, -98.554121, -98.554427, -98.554695, -98.554732, -98.555198, -98.5560633, -98.5560631, -98.556068, -98.556132, -98.556181, -98.556529, -98.55691, -98.557145, -98.557406, -98.557688, -98.557809, -98.557946, -98.558099, -98.558249, -98.558339, -98.558609, -98.558695, -98.558938, -98.559141, -98.559393, -98.559704, -98.559944, -98.56029, -98.560804, -98.56127, 
-98.561939, -98.563455, -98.563978, -98.565532, -98.565573, -98.565719, -98.566121, -98.567053, -98.567634, -98.567992, -98.568297, -98.568709, -98.569832, -98.571099, -98.571276, -98.571444, -98.573626, -98.573811, -98.573956, -98.5742694, -98.5742968, -98.5743433, -98.5749922, -98.5773697, -98.57867, -98.580796, -98.581752, -98.582292, -98.582524, -98.582796, -98.58306, -98.583456, -98.583551, -98.583637, -98.583662, -98.583726, -98.583843, -98.583958, -98.583991, -98.583996, -98.584018, -98.5840185, 
-98.5836884, -98.5835118, -98.58121, -98.5812865, -98.581039, -98.5807954, -98.5805183, -98.5796305, -98.5791427, -98.5782681, -98.5777631, -98.5770827, -98.5758974, -98.5754789, -98.5749679, -98.5742821, -98.5740297, -98.573001, -98.5720701, -98.5712443, -98.5702279, -98.5697985, -98.5691169, -98.5688577, -98.5681805, -98.5681024, -98.5678612, -98.5674697, -98.5666089, -98.5661346, -98.5655784, -98.5650293, -98.5643142, -98.5636539, -98.5631681, -98.5625559, -98.5622122, -98.5616878, -98.5606549, 
-98.5601179, -98.559114, -98.5585337, -98.5582785, -98.5577183, -98.5566878, -98.5554755, -98.5541405, -98.5533658, -98.5528304, -98.5522445, -98.5518396, -98.5513907, -98.5508092, -98.5503202, -98.5496959, -98.5488831, -98.5479547, -98.547422, -98.547422, -98.547438, -98.547465, -98.547507, -98.547571, -98.547669, -98.547776, -98.547932, -98.548187, -98.548499, -98.550328, -98.550626, -98.550867, -98.551094, -98.55149, -98.551645, -98.5518, -98.551882, -98.551997, -98.552053, -98.552067, -98.552064, 
-98.552034, -98.552031, -98.552041, -98.552043, -98.552036, -98.551988, -98.551931, -98.551746, -98.551561, -98.551233, -98.550793, -98.549684, -98.549527, -98.549314, -98.549251, -98.549185, -98.548962, -98.548881, -98.548908, -98.549087, -98.549474, -98.550028, -98.550568, -98.550803, -98.550914, -98.550927, -98.550911, -98.550876, -98.55085, -98.550811, -98.550803, -98.550753, -98.550725, -98.550704, -98.5507, -98.550586, -98.550528, -98.550527, -98.550435, -98.55029, -98.550188, -98.550113, -98.550058, 
-98.549924, -98.549836, -98.5498348, -98.549811, -98.549453, -98.549039, -98.548687, -98.548455, -98.548185, -98.547796, -98.547602, -98.547458, -98.547269, -98.5472501, -98.5472381, -98.547219, -98.547169, -98.547044, -98.547081, -98.547106, -98.5471121, -98.547119, -98.547138, -98.547182, -98.547301, -98.5474616, -98.54754, -98.5476183, -98.547759, -98.5478882, -98.548023, -98.548129, -98.548268, -98.548399, -98.548493, -98.548525, -98.548531, -98.548462, -98.548356, -98.548098, -98.548042, -98.547703, 
-98.547609, -98.547452, -98.547326, -98.546919, -98.546686, -98.546448, -98.546109, -98.545728, -98.5451075, -98.5433537, -98.5412613, -98.5389931, 29.2846695, 29.2884072, 29.2911284, 29.2983404, 29.2989043, 29.2990358, 29.2990396, 29.2993753, 29.2996907, 29.2998475, 29.3001611, 29.3004696, 29.3005565, 29.3016511, 29.3045588, 29.3054615, 29.3054668, 29.3128376, 29.3157599, 29.3167721, 29.3175901, 29.3177308, 29.3186081, 29.3196978, 29.3196982, 29.319697, 29.3202701, 29.32027, 29.320261, 29.320245, 
29.320245, 29.320245, 29.320227, 29.320232, 29.320216, 29.32021, 29.320181, 29.320181, 29.32018, 29.320161, 29.32016, 29.320159, 29.320159, 29.319959, 29.31969, 29.319505, 29.319373, 29.319257, 29.318476, 29.3174, 29.315896, 29.314811, 29.313067, 29.31163, 29.311429, 29.308785, 29.3040388, 29.3040387, 29.304013, 29.303615, 29.303311, 29.301465, 29.299194, 29.297872, 29.296458, 29.294845, 29.294155, 29.293262, 29.292413, 29.291723, 29.291204, 29.289648, 29.289285, 29.288578, 29.288081, 29.287602, 
29.287123, 29.28679, 29.286373, 29.285874, 29.285458, 29.284928, 29.283816, 29.283412, 29.282282, 29.282252, 29.282146, 29.28185, 29.281131, 29.280645, 29.280292, 29.279952, 29.279469, 29.278046, 29.276442, 29.276218, 29.276005, 29.273236, 29.273002, 29.272816, 29.2724142, 29.2724239, 29.272438, 29.2718045, 29.2687507, 29.266772, 29.263671, 29.26182, 29.260722, 29.260276, 29.259753, 29.259211, 29.258294, 29.257993, 29.257689, 29.257586, 29.25732, 29.256844, 29.256222, 29.255631, 29.255456, 29.254664, 
29.2545482, 29.2546619, 29.2549956, 29.2573085, 29.2559579, 29.2550816, 29.2545487, 29.2541283, 29.2532397, 29.2529163, 29.252493, 29.2523268, 29.2521657, 29.2520504, 29.2520564, 29.2518352, 29.251509, 29.2514088, 29.2511503, 29.2510598, 29.2511314, 29.2513909, 29.2514926, 29.2516418, 29.2517274, 29.252015, 29.2513829, 29.2506866, 29.2500449, 29.2490343, 29.2484673, 29.2479852, 29.2476023, 29.2472395, 29.2470232, 29.2469119, 29.2468455, 29.2467046, 29.2465486, 29.2464228, 29.2460701, 29.2454599, 
29.2451942, 29.245089, 29.2448191, 29.2442261, 29.2436439, 29.2431429, 29.2429986, 29.242967, 29.242974, 29.2430047, 29.2430614, 29.2429215, 29.2424218, 29.2419652, 29.241536, 29.2412512, 29.2411713, 29.241174, 29.242977, 29.243151, 29.243276, 29.243364, 29.243441, 29.243501, 29.243564, 29.243615, 29.243653, 29.243858, 29.243897, 29.24396, 29.24406, 29.244336, 29.244498, 29.24471, 29.244851, 29.245084, 29.245346, 29.245608, 29.246084, 29.246417, 29.246597, 29.246774, 29.246808, 29.246977, 29.247089, 
29.247176, 29.247424, 29.247573, 29.247771, 29.247982, 29.248414, 29.2485, 29.248699, 29.248806, 29.248985, 29.249832, 29.250304, 29.250702, 29.251935, 29.254265, 29.257392, 29.260395, 29.261741, 29.262339, 29.262675, 29.263148, 29.264543, 29.266045, 29.26793, 29.268377, 29.269944, 29.27087, 29.272062, 29.272179, 29.275686, 29.277025, 29.277275, 29.277852, 29.278549, 29.279158, 29.280042, 29.280362, 29.280926, 29.281256, 29.2812604, 29.281253, 29.281236, 29.281263, 29.28123, 29.28117, 29.281054, 
29.280829, 29.280702, 29.280598, 29.280339, 29.2801143, 29.2799719, 29.279745, 29.279525, 29.27925, 29.279084, 29.278864, 29.2786546, 29.278419, 29.278331, 29.278281, 29.278248, 29.2780577, 29.2779442, 29.2778307, 29.277627, 29.2774895, 29.277346, 29.277318, 29.277208, 29.277049, 29.276845, 29.276675, 29.276477, 29.276191, 29.276042, 29.275954, 29.27591, 29.275459, 29.275382, 29.275343, 29.275338, 29.275404, 29.275431, 29.275409, 29.275349, 29.275207, 29.2761612, 29.2786722, 29.2815649, 29.2846695
)))"
