Precinct,Race,Candidate,Total Votes,Vote Percentage
2022,District 5,Teri Castillo (i),84,62.69
2022,District 5,Rudy Lopez,36,26.87
2023,Mayor,Ray Adam Basaldua,7,2.24
2023,Mayor,Christopher T. Schuchardt,28,8.95
2023,Mayor,Christopher Longoria,9,2.88
2023,Mayor,Ron Nirenberg (i),225,71.88
2023,Mayor,Armando Dominguez,6,1.92
2023,Mayor,Michael Idrogo,1,0.32
2023,Mayor,Gary Allen,12,3.83
2023,Mayor,Michael Samaniego,4,1.28
2023,Mayor,Diana Flores Uriegas,21,6.71
2023,District 7,Sandragrace Martinez,70,23.33
2023,District 7,Jacob B. Chapa,46,15.33
2023,District 7,Dan Rossiter,26,8.67
2023,District 7,Marina Alderete Gavito,150,50
2023,District 7,"Andrew ""AJ"" Luck",8,2.67
2024,Mayor,Ray Adam Basaldua,2,0.95
2024,Mayor,Christopher T. Schuchardt,28,13.33
2024,Mayor,Christopher Longoria,6,2.86
2024,Mayor,Ron Nirenberg (i),144,68.57
2024,Mayor,Armando Dominguez,3,1.43
2024,Mayor,Michael Idrogo,0,0
2024,Mayor,Gary Allen,6,2.86
2024,Mayor,Michael Samaniego,11,5.24
2024,Mayor,Diana Flores Uriegas,10,4.76
2024,District 7,Sandragrace Martinez,43,21.39
2024,District 7,Jacob B. Chapa,28,13.93
2024,District 7,Dan Rossiter,22,10.95
2024,District 7,Marina Alderete Gavito,101,50.25
2024,District 7,"Andrew ""AJ"" Luck",7,3.48
2025,Mayor,Ray Adam Basaldua,11,2.52
2025,Mayor,Christopher T. Schuchardt,42,9.61
2025,Mayor,Christopher Longoria,8,1.83
2025,Mayor,Ron Nirenberg (i),343,78.49
2025,Mayor,Armando Dominguez,1,0.23
2025,Mayor,Michael Idrogo,1,0.23
2025,Mayor,Gary Allen,9,2.06
2025,Mayor,Michael Samaniego,7,1.6
2025,Mayor,Diana Flores Uriegas,15,3.43
2025,District 7,Sandragrace Martinez,85,19.72
2025,District 7,Jacob B. Chapa,35,8.12
2025,District 7,Dan Rossiter,54,12.53
2025,District 7,Marina Alderete Gavito,241,55.92
2025,District 7,"Andrew ""AJ"" Luck",16,3.71
2026,Mayor,Ray Adam Basaldua,6,1.42
2026,Mayor,Christopher T. Schuchardt,68,16.08
2026,Mayor,Christopher Longoria,11,2.6
2026,Mayor,Ron Nirenberg (i),304,71.87
2026,Mayor,Armando Dominguez,4,0.95
2026,Mayor,Michael Idrogo,0,0
2026,Mayor,Gary Allen,13,3.07
2026,Mayor,Michael Samaniego,5,1.18
2026,Mayor,Diana Flores Uriegas,12,2.84
2026,District 7,Sandragrace Martinez,85,21.52
2026,District 7,Jacob B. Chapa,32,8.1
2026,District 7,Dan Rossiter,56,14.18
2026,District 7,Marina Alderete Gavito,206,52.15
2026,District 7,"Andrew ""AJ"" Luck",16,4.05
2027,Mayor,Ray Adam Basaldua,6,1.89
2027,Mayor,Christopher T. Schuchardt,49,15.41
2027,Mayor,Christopher Longoria,5,1.57
2027,Mayor,Ron Nirenberg (i),226,71.07
2027,Mayor,Armando Dominguez,0,0
2027,Mayor,Michael Idrogo,1,0.31
2027,Mayor,Gary Allen,8,2.52
2027,Mayor,Michael Samaniego,13,4.09
2027,Mayor,Diana Flores Uriegas,10,3.14
2027,District 7,Sandragrace Martinez,65,21.38
2027,District 7,Jacob B. Chapa,21,6.91
2027,District 7,Dan Rossiter,49,16.12
2027,District 7,Marina Alderete Gavito,166,54.61
2027,District 7,"Andrew ""AJ"" Luck",3,0.99
2028,Mayor,Ray Adam Basaldua,8,1.64
2028,Mayor,Christopher T. Schuchardt,75,15.34
2028,Mayor,Christopher Longoria,7,1.43
2028,Mayor,Ron Nirenberg (i),358,73.21
2028,Mayor,Armando Dominguez,2,0.41
2028,Mayor,Michael Idrogo,2,0.41
2028,Mayor,Gary Allen,12,2.45
2028,Mayor,Michael Samaniego,9,1.84
2028,Mayor,Diana Flores Uriegas,16,3.27
2028,District 7,Sandragrace Martinez,73,15.43
2028,District 7,Jacob B. Chapa,47,9.94
2028,District 7,Dan Rossiter,81,17.12
2028,District 7,Marina Alderete Gavito,263,55.6
2028,District 7,"Andrew ""AJ"" Luck",9,1.9
2029,Mayor,Ray Adam Basaldua,4,4.04
2029,Mayor,Christopher T. Schuchardt,8,8.08
2029,Mayor,Christopher Longoria,2,2.02
2029,Mayor,Ron Nirenberg (i),68,68.69
2029,Mayor,Armando Dominguez,3,3.03
2029,Mayor,Michael Idrogo,0,0
2029,Mayor,Gary Allen,4,4.04
2029,Mayor,Michael Samaniego,6,6.06
2029,Mayor,Diana Flores Uriegas,4,4.04
2029,District 5,Arturo Espinosa,6,6.12
2029,District 5,Teri Castillo (i),47,47.96
2029,District 5,Rudy Lopez,45,45.92
2030,Mayor,Ray Adam Basaldua,6,3.97
2030,Mayor,Christopher T. Schuchardt,10,6.62
2030,Mayor,Christopher Longoria,5,3.31
2030,Mayor,Ron Nirenberg (i),113,74.83
2030,Mayor,Armando Dominguez,1,0.66
2030,Mayor,Michael Idrogo,1,0.66
2030,Mayor,Gary Allen,5,3.31
2030,Mayor,Michael Samaniego,3,1.99
2030,Mayor,Diana Flores Uriegas,7,4.64
2030,District 5,Arturo Espinosa,10,6.8
2030,District 5,Teri Castillo (i),80,54.42
2030,District 5,Rudy Lopez,57,38.78
2031,Mayor,Ray Adam Basaldua,2,2
2031,Mayor,Christopher T. Schuchardt,8,8
2031,Mayor,Christopher Longoria,2,2
2031,Mayor,Ron Nirenberg (i),76,76
2031,Mayor,Armando Dominguez,1,1
2031,Mayor,Michael Idrogo,1,1
2031,Mayor,Gary Allen,1,1
2031,Mayor,Michael Samaniego,3,3
2031,Mayor,Diana Flores Uriegas,6,6
2031,District 5,Arturo Espinosa,5,5.1
2031,District 5,Teri Castillo (i),68,69.39
2031,District 5,Rudy Lopez,25,25.51
2032,Mayor,Ray Adam Basaldua,1,1.96
2032,Mayor,Christopher T. Schuchardt,4,7.84
2032,Mayor,Christopher Longoria,3,5.88
2032,Mayor,Ron Nirenberg (i),35,68.63
2032,Mayor,Armando Dominguez,0,0
2032,Mayor,Michael Idrogo,0,0
2032,Mayor,Gary Allen,0,0
2032,Mayor,Michael Samaniego,5,9.8
2032,Mayor,Diana Flores Uriegas,3,5.88
2032,District 5,Arturo Espinosa,1,2.08
2032,District 5,Teri Castillo (i),30,62.5
2032,District 5,Rudy Lopez,17,35.42
2033,Mayor,Ray Adam Basaldua,4,7.41
2033,Mayor,Christopher T. Schuchardt,7,12.96
2033,Mayor,Christopher Longoria,2,3.7
2033,Mayor,Ron Nirenberg (i),35,64.81
2033,Mayor,Armando Dominguez,2,3.7
2033,Mayor,Michael Idrogo,1,1.85
2033,Mayor,Gary Allen,0,0
2033,Mayor,Michael Samaniego,1,1.85
2033,Mayor,Diana Flores Uriegas,2,3.7
2033,District 5,Arturo Espinosa,3,6.12
2033,District 5,Teri Castillo (i),35,71.43
2033,District 5,Rudy Lopez,11,22.45
2034,Mayor,Ray Adam Basaldua,0,0
2034,Mayor,Christopher T. Schuchardt,5,10.2
2034,Mayor,Christopher Longoria,3,6.12
2034,Mayor,Ron Nirenberg (i),34,69.39
2034,Mayor,Armando Dominguez,1,2.04
2034,Mayor,Michael Idrogo,0,0
2034,Mayor,Gary Allen,4,8.16
2034,Mayor,Michael Samaniego,0,0
2034,Mayor,Diana Flores Uriegas,2,4.08
2034,District 5,Arturo Espinosa,3,6.38
2034,District 5,Teri Castillo (i),27,57.45
2034,District 5,Rudy Lopez,17,36.17
2035,Mayor,Ray Adam Basaldua,2,0.45
2035,Mayor,Christopher T. Schuchardt,29,6.46
2035,Mayor,Christopher Longoria,11,2.45
2035,Mayor,Ron Nirenberg (i),380,84.63
2035,Mayor,Armando Dominguez,1,0.22
2035,Mayor,Michael Idrogo,3,0.67
2035,Mayor,Gary Allen,10,2.23
2035,Mayor,Michael Samaniego,3,0.67
2035,Mayor,Diana Flores Uriegas,10,2.23
2035,District 1,Jeremy Roberts,79,17.63
2035,District 1,Roberto Rios Ortega,4,0.89
2035,District 1,Sukh Kaur,166,37.05
2035,District 1,Ernest Salinas,20,4.46
2035,District 1,Lauro Bustamante,8,1.79
2035,District 1,Mario Bravo (i),163,36.38
2035,District 1,William T. Lamar-Boone,8,1.79
2036,Mayor,Ray Adam Basaldua,4,0.63
2036,Mayor,Christopher T. Schuchardt,90,14.22
2036,Mayor,Christopher Longoria,8,1.26
2036,Mayor,Ron Nirenberg (i),487,76.94
2036,Mayor,Armando Dominguez,0,0
2036,Mayor,Michael Idrogo,2,0.32
2036,Mayor,Gary Allen,26,4.11
2036,Mayor,Michael Samaniego,7,1.11
2036,Mayor,Diana Flores Uriegas,9,1.42
2036,District 1,Jeremy Roberts,135,21.6
2036,District 1,Roberto Rios Ortega,8,1.28
2036,District 1,Sukh Kaur,241,38.56
2036,District 1,Ernest Salinas,43,6.88
2036,District 1,Lauro Bustamante,4,0.64
2036,District 1,Mario Bravo (i),183,29.28
2036,District 1,William T. Lamar-Boone,11,1.76
2037,Mayor,Ray Adam Basaldua,3,0.95
2037,Mayor,Christopher T. Schuchardt,87,27.53
2037,Mayor,Christopher Longoria,2,0.63
2037,Mayor,Ron Nirenberg (i),170,53.8
2037,Mayor,Armando Dominguez,0,0
2037,Mayor,Michael Idrogo,2,0.63
2037,Mayor,Gary Allen,16,5.06
2037,Mayor,Michael Samaniego,28,8.86
2037,Mayor,Diana Flores Uriegas,8,2.53
2037,District 7,Sandragrace Martinez,37,12.13
2037,District 7,Jacob B. Chapa,46,15.08
2037,District 7,Dan Rossiter,83,27.21
2037,District 7,Marina Alderete Gavito,127,41.64
2037,District 7,"Andrew ""AJ"" Luck",12,3.93
2038,Mayor,Ray Adam Basaldua,2,0.57
2038,Mayor,Christopher T. Schuchardt,68,19.26
2038,Mayor,Christopher Longoria,12,3.4
2038,Mayor,Ron Nirenberg (i),238,67.42
2038,Mayor,Armando Dominguez,3,0.85
2038,Mayor,Michael Idrogo,0,0
2038,Mayor,Gary Allen,9,2.55
2038,Mayor,Michael Samaniego,13,3.68
2038,Mayor,Diana Flores Uriegas,8,2.27
2038,District 1,Jeremy Roberts,85,24.85
2038,District 1,Roberto Rios Ortega,6,1.75
2038,District 1,Sukh Kaur,128,37.43
2038,District 1,Ernest Salinas,33,9.65
2038,District 1,Lauro Bustamante,8,2.34
2038,District 1,Mario Bravo (i),78,22.81
2038,District 1,William T. Lamar-Boone,4,1.17
2039,Mayor,Ray Adam Basaldua,2,0.68
2039,Mayor,Christopher T. Schuchardt,17,5.8
2039,Mayor,Christopher Longoria,8,2.73
2039,Mayor,Ron Nirenberg (i),244,83.28
2039,Mayor,Armando Dominguez,2,0.68
2039,Mayor,Michael Idrogo,1,0.34
2039,Mayor,Gary Allen,7,2.39
2039,Mayor,Michael Samaniego,6,2.05
2039,Mayor,Diana Flores Uriegas,6,2.05
2039,District 1,Jeremy Roberts,44,14.97
2039,District 1,Roberto Rios Ortega,3,1.02
2039,District 1,Sukh Kaur,102,34.69
2039,District 1,Ernest Salinas,16,5.44
2039,District 1,Lauro Bustamante,8,2.72
2039,District 1,Mario Bravo (i),116,39.46
2039,District 1,William T. Lamar-Boone,5,1.7
2040,Mayor,Ray Adam Basaldua,10,2.79
2040,Mayor,Christopher T. Schuchardt,57,15.88
2040,Mayor,Christopher Longoria,6,1.67
2040,Mayor,Ron Nirenberg (i),238,66.3
2040,Mayor,Armando Dominguez,0,0
2040,Mayor,Michael Idrogo,2,0.56
2040,Mayor,Gary Allen,15,4.18
2040,Mayor,Michael Samaniego,18,5.01
2040,Mayor,Diana Flores Uriegas,13,3.62
2040,District 7,Sandragrace Martinez,92,26.82
2040,District 7,Jacob B. Chapa,46,13.41
2040,District 7,Dan Rossiter,50,14.58
2040,District 7,Marina Alderete Gavito,150,43.73
2040,District 7,"Andrew ""AJ"" Luck",5,1.46
2041,Mayor,Ray Adam Basaldua,6,1.55
2041,Mayor,Christopher T. Schuchardt,60,15.54
2041,Mayor,Christopher Longoria,10,2.59
2041,Mayor,Ron Nirenberg (i),259,67.1
2041,Mayor,Armando Dominguez,4,1.04
2041,Mayor,Michael Idrogo,5,1.3
2041,Mayor,Gary Allen,20,5.18
2041,Mayor,Michael Samaniego,9,2.33
2041,Mayor,Diana Flores Uriegas,13,3.37
2041,District 7,Sandragrace Martinez,85,23.16
2041,District 7,Jacob B. Chapa,53,14.44
2041,District 7,Dan Rossiter,54,14.71
2041,District 7,Marina Alderete Gavito,155,42.23
2041,District 7,"Andrew ""AJ"" Luck",20,5.45
2042,Mayor,Ray Adam Basaldua,8,4.08
2042,Mayor,Christopher T. Schuchardt,19,9.69
2042,Mayor,Christopher Longoria,3,1.53
2042,Mayor,Ron Nirenberg (i),135,68.88
2042,Mayor,Armando Dominguez,2,1.02
2042,Mayor,Michael Idrogo,1,0.51
2042,Mayor,Gary Allen,7,3.57
2042,Mayor,Michael Samaniego,12,6.12
2042,Mayor,Diana Flores Uriegas,9,4.59
2042,District 7,Sandragrace Martinez,45,24.86
2042,District 7,Jacob B. Chapa,24,13.26
2042,District 7,Dan Rossiter,30,16.57
2042,District 7,Marina Alderete Gavito,73,40.33
2042,District 7,"Andrew ""AJ"" Luck",9,4.97
2043,Mayor,Ray Adam Basaldua,4,4.65
2043,Mayor,Christopher T. Schuchardt,9,10.47
2043,Mayor,Christopher Longoria,1,1.16
2043,Mayor,Ron Nirenberg (i),56,65.12
2043,Mayor,Armando Dominguez,4,4.65
2043,Mayor,Michael Idrogo,2,2.33
2043,Mayor,Gary Allen,2,2.33
2043,Mayor,Michael Samaniego,4,4.65
2043,Mayor,Diana Flores Uriegas,4,4.65
2043,District 5,Arturo Espinosa,2,2.53
2043,District 5,Teri Castillo (i),53,67.09
2043,District 5,Rudy Lopez,24,30.38
2044,Mayor,Ray Adam Basaldua,5,2.92
2044,Mayor,Christopher T. Schuchardt,32,18.71
2044,Mayor,Christopher Longoria,5,2.92
2044,Mayor,Ron Nirenberg (i),95,55.56
2044,Mayor,Armando Dominguez,7,4.09
2044,Mayor,Michael Idrogo,2,1.17
2044,Mayor,Gary Allen,7,4.09
2044,Mayor,Michael Samaniego,8,4.68
2044,Mayor,Diana Flores Uriegas,10,5.85
2044,District 6,Irina Rudolph,38,24.36
2044,District 6,Melissa Cabello Havrda (i),93,59.62
2044,District 6,Chris Baecker,25,16.03
2045,Mayor,Ray Adam Basaldua,3,0.81
2045,Mayor,Christopher T. Schuchardt,34,9.19
2045,Mayor,Christopher Longoria,7,1.89
2045,Mayor,Ron Nirenberg (i),299,80.81
2045,Mayor,Armando Dominguez,1,0.27
2045,Mayor,Michael Idrogo,2,0.54
2045,Mayor,Gary Allen,9,2.43
2045,Mayor,Michael Samaniego,4,1.08
2045,Mayor,Diana Flores Uriegas,11,2.97
2045,District 7,Sandragrace Martinez,52,14.4
2045,District 7,Jacob B. Chapa,22,6.09
2045,District 7,Dan Rossiter,51,14.13
2045,District 7,Marina Alderete Gavito,229,63.43
2045,District 7,"Andrew ""AJ"" Luck",7,1.94
2046,Mayor,Ray Adam Basaldua,11,2.11
2046,Mayor,Christopher T. Schuchardt,63,12.09
2046,Mayor,Christopher Longoria,5,0.96
2046,Mayor,Ron Nirenberg (i),418,80.23
2046,Mayor,Armando Dominguez,0,0
2046,Mayor,Michael Idrogo,1,0.19
2046,Mayor,Gary Allen,7,1.34
2046,Mayor,Michael Samaniego,7,1.34
2046,Mayor,Diana Flores Uriegas,9,1.73
2046,District 7,Sandragrace Martinez,67,13.01
2046,District 7,Jacob B. Chapa,42,8.16
2046,District 7,Dan Rossiter,76,14.76
2046,District 7,Marina Alderete Gavito,318,61.75
2046,District 7,"Andrew ""AJ"" Luck",12,2.33
2047,Mayor,Ray Adam Basaldua,3,0.92
2047,Mayor,Christopher T. Schuchardt,45,13.85
2047,Mayor,Christopher Longoria,6,1.85
2047,Mayor,Ron Nirenberg (i),233,71.69
2047,Mayor,Armando Dominguez,0,0
2047,Mayor,Michael Idrogo,2,0.62
2047,Mayor,Gary Allen,17,5.23
2047,Mayor,Michael Samaniego,4,1.23
2047,Mayor,Diana Flores Uriegas,15,4.62
2047,District 7,Sandragrace Martinez,54,16.98
2047,District 7,Jacob B. Chapa,30,9.43
2047,District 7,Dan Rossiter,36,11.32
2047,District 7,Marina Alderete Gavito,188,59.12
2047,District 7,"Andrew ""AJ"" Luck",10,3.14
2048,Mayor,Ray Adam Basaldua,3,1.69
2048,Mayor,Christopher T. Schuchardt,19,10.67
2048,Mayor,Christopher Longoria,4,2.25
2048,Mayor,Ron Nirenberg (i),129,72.47
2048,Mayor,Armando Dominguez,3,1.69
2048,Mayor,Michael Idrogo,1,0.56
2048,Mayor,Gary Allen,7,3.93
2048,Mayor,Michael Samaniego,5,2.81
2048,Mayor,Diana Flores Uriegas,7,3.93
2048,District 1,Jeremy Roberts,35,20
2048,District 1,Roberto Rios Ortega,14,8
2048,District 1,Sukh Kaur,47,26.86
2048,District 1,Ernest Salinas,12,6.86
2048,District 1,Lauro Bustamante,11,6.29
2048,District 1,Mario Bravo (i),53,30.29
2048,District 1,William T. Lamar-Boone,3,1.71
2049,Mayor,Ray Adam Basaldua,14,3.58
2049,Mayor,Christopher T. Schuchardt,48,12.28
2049,Mayor,Christopher Longoria,7,1.79
2049,Mayor,Ron Nirenberg (i),270,69.05
2049,Mayor,Armando Dominguez,11,2.81
2049,Mayor,Michael Idrogo,1,0.26
2049,Mayor,Gary Allen,13,3.32
2049,Mayor,Michael Samaniego,16,4.09
2049,Mayor,Diana Flores Uriegas,11,2.81
2049,District 6,Irina Rudolph,78,21.43
2049,District 6,Melissa Cabello Havrda (i),243,66.76
2049,District 6,Chris Baecker,43,11.81
2050,Mayor,Ray Adam Basaldua,9,2.73
2050,Mayor,Christopher T. Schuchardt,50,15.15
2050,Mayor,Christopher Longoria,5,1.52
2050,Mayor,Ron Nirenberg (i),232,70.3
2050,Mayor,Armando Dominguez,1,0.3
2050,Mayor,Michael Idrogo,3,0.91
2050,Mayor,Gary Allen,6,1.82
2050,Mayor,Michael Samaniego,12,3.64
2050,Mayor,Diana Flores Uriegas,12,3.64
2050,District 7,Sandragrace Martinez,64,19.94
2050,District 7,Jacob B. Chapa,29,9.03
2050,District 7,Dan Rossiter,87,27.1
2050,District 7,Marina Alderete Gavito,133,41.43
2050,District 7,"Andrew ""AJ"" Luck",8,2.49
2051,Mayor,Ray Adam Basaldua,2,1.82
2051,Mayor,Christopher T. Schuchardt,6,5.45
2051,Mayor,Christopher Longoria,6,5.45
2051,Mayor,Ron Nirenberg (i),88,80
2051,Mayor,Armando Dominguez,0,0
2051,Mayor,Michael Idrogo,1,0.91
2051,Mayor,Gary Allen,3,2.73
2051,Mayor,Michael Samaniego,2,1.82
2051,Mayor,Diana Flores Uriegas,2,1.82
