Precinct,Race,Candidate,Total Votes,Vote Percentage
4018,Mayor,Armando Dominguez,1,0.28
4018,Mayor,Michael Idrogo,2,0.56
4018,Mayor,Gary Allen,5,1.4
4018,Mayor,Michael Samaniego,1,0.28
4018,Mayor,Diana Flores Uriegas,10,2.8
4018,District 1,Jeremy Roberts,65,18.52
4018,District 1,Roberto Rios Ortega,3,0.85
4018,District 1,Sukh Kaur,190,54.13
4018,District 1,Ernest Salinas,7,1.99
4018,District 1,Lauro Bustamante,7,1.99
4018,District 1,Mario Bravo (i),77,21.94
4018,District 1,William T. Lamar-Boone,2,0.57
4019,Mayor,Ray Adam Basaldua,6,2.29
4019,Mayor,Christopher T. Schuchardt,65,24.81
4019,Mayor,Christopher Longoria,5,1.91
4019,Mayor,Ron Nirenberg (i),159,60.69
4019,Mayor,Armando Dominguez,4,1.53
4019,Mayor,Michael Idrogo,1,0.38
4019,Mayor,Gary Allen,6,2.29
4019,Mayor,Michael Samaniego,4,1.53
4019,Mayor,Diana Flores Uriegas,12,4.58
4019,District 3,Jayden Muñoz,38,15.51
4019,District 3,Phyllis Viagran,127,51.84
4019,District 3,Erin Gallegos Reid,50,20.41
4019,District 3,Larry La Rose,30,12.24
4020,Mayor,Ray Adam Basaldua,5,6.49
4020,Mayor,Christopher T. Schuchardt,13,16.88
4020,Mayor,Christopher Longoria,2,2.6
4020,Mayor,Ron Nirenberg (i),41,53.25
4020,Mayor,Armando Dominguez,2,2.6
4020,Mayor,Michael Idrogo,1,1.3
4020,Mayor,Gary Allen,5,6.49
4020,Mayor,Michael Samaniego,1,1.3
4020,Mayor,Diana Flores Uriegas,7,9.09
4020,District 3,Jayden Muñoz,12,17.39
4020,District 3,Phyllis Viagran,35,50.72
4020,District 3,Erin Gallegos Reid,16,23.19
4020,District 3,Larry La Rose,6,8.7
4021,Mayor,Ray Adam Basaldua,5,3.21
4021,Mayor,Christopher T. Schuchardt,39,25
4021,Mayor,Christopher Longoria,5,3.21
4021,Mayor,Ron Nirenberg (i),80,51.28
4021,Mayor,Armando Dominguez,2,1.28
4021,Mayor,Michael Idrogo,1,0.64
4021,Mayor,Gary Allen,16,10.26
4021,Mayor,Michael Samaniego,5,3.21
4021,Mayor,Diana Flores Uriegas,3,1.92
4021,District 2,Rose Requenez Hill,3,2.04
4021,District 2,Edward Earl Giles,4,2.72
4021,District 2,Patrick Jones,8,5.44
4021,District 2,Carla Walker,7,4.76
4021,District 2,Jalen McKee-Rodriguez (i),59,40.14
4021,District 2,Denise McVea,1,0.68
4021,District 2,James M. Guild,3,2.04
4021,District 2,Michael John Good,8,5.44
4021,District 2,Wendell Carson,5,3.4
4021,District 2,Denise Gutierrez,49,33.33
4022,Mayor,Ray Adam Basaldua,0,0
4022,Mayor,Christopher T. Schuchardt,2,15.38
4022,Mayor,Christopher Longoria,0,0
4022,Mayor,Ron Nirenberg (i),10,76.92
4022,Mayor,Armando Dominguez,0,0
4022,Mayor,Michael Idrogo,0,0
4022,Mayor,Gary Allen,0,0
4022,Mayor,Michael Samaniego,0,0
4022,Mayor,Diana Flores Uriegas,1,7.69
4022,District 10,Madison Gutierrez,3,25
4022,District 10,Robert Flores,3,25
4022,District 10,Margaret Sherwood,2,16.67
4022,District 10,Rick Otley,0,0
4022,District 10,Bryan R. Martin,2,16.67
4022,District 10,Marc Whyte,2,16.67
4022,District 10,Joel Solis,0,0
4023,Mayor,Ray Adam Basaldua,8,2.08
4023,Mayor,Christopher T. Schuchardt,114,29.61
4023,Mayor,Christopher Longoria,9,2.34
4023,Mayor,Ron Nirenberg (i),204,52.99
4023,Mayor,Armando Dominguez,3,0.78
4023,Mayor,Michael Idrogo,1,0.26
4023,Mayor,Gary Allen,28,7.27
4023,Mayor,Michael Samaniego,3,0.78
4023,Mayor,Diana Flores Uriegas,15,3.9
4023,District 3,Jayden Muñoz,49,13.28
4023,District 3,Phyllis Viagran,154,41.73
4023,District 3,Erin Gallegos Reid,115,31.17
4023,District 3,Larry La Rose,51,13.82
4024,Mayor,Ray Adam Basaldua,13,3.36
4024,Mayor,Christopher T. Schuchardt,72,18.6
4024,Mayor,Christopher Longoria,17,4.39
4024,Mayor,Ron Nirenberg (i),244,63.05
4024,Mayor,Armando Dominguez,3,0.78
4024,Mayor,Michael Idrogo,1,0.26
4024,Mayor,Gary Allen,22,5.68
4024,Mayor,Michael Samaniego,7,1.81
4024,Mayor,Diana Flores Uriegas,8,2.07
4024,District 3,Jayden Muñoz,53,14.44
4024,District 3,Phyllis Viagran,185,50.41
4024,District 3,Erin Gallegos Reid,92,25.07
4024,District 3,Larry La Rose,37,10.08
4025,Mayor,Ray Adam Basaldua,2,1.21
4025,Mayor,Christopher T. Schuchardt,55,33.33
4025,Mayor,Christopher Longoria,0,0
4025,Mayor,Ron Nirenberg (i),93,56.36
4025,Mayor,Armando Dominguez,0,0
4025,Mayor,Michael Idrogo,0,0
4025,Mayor,Gary Allen,9,5.45
4025,Mayor,Michael Samaniego,2,1.21
4025,Mayor,Diana Flores Uriegas,4,2.42
4025,District 3,Jayden Muñoz,20,12.27
4025,District 3,Phyllis Viagran,85,52.15
4025,District 3,Erin Gallegos Reid,45,27.61
4025,District 3,Larry La Rose,13,7.98
4026,Mayor,Ray Adam Basaldua,6,1.6
4026,Mayor,Christopher T. Schuchardt,66,17.65
4026,Mayor,Christopher Longoria,7,1.87
4026,Mayor,Ron Nirenberg (i),252,67.38
4026,Mayor,Armando Dominguez,4,1.07
4026,Mayor,Michael Idrogo,2,0.53
4026,Mayor,Gary Allen,15,4.01
4026,Mayor,Michael Samaniego,6,1.6
4026,Mayor,Diana Flores Uriegas,16,4.28
4026,District 3,Jayden Muñoz,39,10.96
4026,District 3,Phyllis Viagran,207,58.15
4026,District 3,Erin Gallegos Reid,85,23.88
4026,District 3,Larry La Rose,25,7.02
4027,Mayor,Ray Adam Basaldua,5,1.58
4027,Mayor,Christopher T. Schuchardt,53,16.72
4027,Mayor,Christopher Longoria,5,1.58
4027,Mayor,Ron Nirenberg (i),218,68.77
4027,Mayor,Armando Dominguez,4,1.26
4027,Mayor,Michael Idrogo,0,0
4027,Mayor,Gary Allen,13,4.1
4027,Mayor,Michael Samaniego,8,2.52
4027,Mayor,Diana Flores Uriegas,11,3.47
4027,District 3,Jayden Muñoz,47,15.46
4027,District 3,Phyllis Viagran,167,54.93
4027,District 3,Erin Gallegos Reid,66,21.71
4027,District 3,Larry La Rose,24,7.89
4028,Mayor,Ray Adam Basaldua,10,2.28
4028,Mayor,Christopher T. Schuchardt,66,15.07
4028,Mayor,Christopher Longoria,8,1.83
4028,Mayor,Ron Nirenberg (i),308,70.32
4028,Mayor,Armando Dominguez,2,0.46
4028,Mayor,Michael Idrogo,3,0.68
4028,Mayor,Gary Allen,16,3.65
4028,Mayor,Michael Samaniego,10,2.28
4028,Mayor,Diana Flores Uriegas,15,3.42
4028,District 3,Jayden Muñoz,58,13.91
4028,District 3,Phyllis Viagran,207,49.64
4028,District 3,Erin Gallegos Reid,142,34.05
4028,District 3,Larry La Rose,10,2.4
4029,Mayor,Ray Adam Basaldua,10,3.37
4029,Mayor,Christopher T. Schuchardt,36,12.12
4029,Mayor,Christopher Longoria,11,3.7
4029,Mayor,Ron Nirenberg (i),208,70.03
4029,Mayor,Armando Dominguez,6,2.02
4029,Mayor,Michael Idrogo,1,0.34
4029,Mayor,Gary Allen,9,3.03
4029,Mayor,Michael Samaniego,5,1.68
4029,Mayor,Diana Flores Uriegas,11,3.7
4029,District 2,Rose Requenez Hill,18,6.12
4029,District 2,Edward Earl Giles,9,3.06
4029,District 2,Patrick Jones,5,1.7
4029,District 2,Carla Walker,23,7.82
4029,District 2,Jalen McKee-Rodriguez (i),185,62.93
4029,District 2,Denise McVea,5,1.7
4029,District 2,James M. Guild,3,1.02
4029,District 2,Michael John Good,6,2.04
4029,District 2,Wendell Carson,0,0
4029,District 2,Denise Gutierrez,40,13.61
4030,Mayor,Ray Adam Basaldua,0,0
4030,Mayor,Christopher T. Schuchardt,2,5.13
4030,Mayor,Christopher Longoria,1,2.56
4030,Mayor,Ron Nirenberg (i),31,79.49
4030,Mayor,Armando Dominguez,0,0
4030,Mayor,Michael Idrogo,0,0
4030,Mayor,Gary Allen,0,0
4030,Mayor,Michael Samaniego,5,12.82
4030,Mayor,Diana Flores Uriegas,0,0
4030,District 2,Rose Requenez Hill,0,0
4030,District 2,Edward Earl Giles,0,0
4030,District 2,Patrick Jones,4,10.26
4030,District 2,Carla Walker,8,20.51
4030,District 2,Jalen McKee-Rodriguez (i),24,61.54
4030,District 2,Denise McVea,2,5.13
4030,District 2,James M. Guild,0,0
4030,District 2,Michael John Good,0,0
4030,District 2,Wendell Carson,0,0
4030,District 2,Denise Gutierrez,1,2.56
4031,Mayor,Ray Adam Basaldua,2,0.93
4031,Mayor,Christopher T. Schuchardt,43,19.91
4031,Mayor,Christopher Longoria,4,1.85
4031,Mayor,Ron Nirenberg (i),141,65.28
4031,Mayor,Armando Dominguez,2,0.93
4031,Mayor,Michael Idrogo,1,0.46
4031,Mayor,Gary Allen,7,3.24
4031,Mayor,Michael Samaniego,4,1.85
4031,Mayor,Diana Flores Uriegas,12,5.56
4031,District 3,Jayden Muñoz,33,15.87
4031,District 3,Phyllis Viagran,107,51.44
4031,District 3,Erin Gallegos Reid,54,25.96
4031,District 3,Larry La Rose,14,6.73
4032,Mayor,Ray Adam Basaldua,7,2.57
4032,Mayor,Christopher T. Schuchardt,47,17.28
4032,Mayor,Christopher Longoria,5,1.84
4032,Mayor,Ron Nirenberg (i),181,66.54
4032,Mayor,Armando Dominguez,5,1.84
4032,Mayor,Michael Idrogo,0,0
4032,Mayor,Gary Allen,13,4.78
4032,Mayor,Michael Samaniego,5,1.84
4032,Mayor,Diana Flores Uriegas,9,3.31
4032,District 3,Jayden Muñoz,43,16.73
4032,District 3,Phyllis Viagran,146,56.81
4032,District 3,Erin Gallegos Reid,49,19.07
4032,District 3,Larry La Rose,19,7.39
4033,Mayor,Ray Adam Basaldua,8,1.6
4033,Mayor,Christopher T. Schuchardt,106,21.16
4033,Mayor,Christopher Longoria,12,2.4
4033,Mayor,Ron Nirenberg (i),329,65.67
4033,Mayor,Armando Dominguez,4,0.8
4033,Mayor,Michael Idrogo,3,0.6
4033,Mayor,Gary Allen,13,2.59
4033,Mayor,Michael Samaniego,9,1.8
4033,Mayor,Diana Flores Uriegas,17,3.39
4033,District 3,Jayden Muñoz,68,14.32
4033,District 3,Phyllis Viagran,246,51.79
4033,District 3,Erin Gallegos Reid,118,24.84
4033,District 3,Larry La Rose,43,9.05
4034,Mayor,Ray Adam Basaldua,4,1.52
4034,Mayor,Christopher T. Schuchardt,56,21.21
4034,Mayor,Christopher Longoria,8,3.03
4034,Mayor,Ron Nirenberg (i),151,57.2
4034,Mayor,Armando Dominguez,3,1.14
4034,Mayor,Michael Idrogo,1,0.38
4034,Mayor,Gary Allen,24,9.09
4034,Mayor,Michael Samaniego,4,1.52
4034,Mayor,Diana Flores Uriegas,13,4.92
4034,District 3,Jayden Muñoz,32,13.39
4034,District 3,Phyllis Viagran,119,49.79
4034,District 3,Erin Gallegos Reid,60,25.1
4034,District 3,Larry La Rose,28,11.72
4035,Mayor,Ray Adam Basaldua,0,0
4035,Mayor,Christopher T. Schuchardt,1,20
4035,Mayor,Christopher Longoria,0,0
4035,Mayor,Ron Nirenberg (i),4,80
4035,Mayor,Armando Dominguez,0,0
4035,Mayor,Michael Idrogo,0,0
4035,Mayor,Gary Allen,0,0
4035,Mayor,Michael Samaniego,0,0
4035,Mayor,Diana Flores Uriegas,0,0
4035,District 2,Rose Requenez Hill,0,0
4035,District 2,Edward Earl Giles,0,0
4035,District 2,Patrick Jones,0,0
4035,District 2,Carla Walker,1,16.67
4035,District 2,Jalen McKee-Rodriguez (i),4,66.67
4035,District 2,Denise McVea,1,16.67
4035,District 2,James M. Guild,0,0
4035,District 2,Michael John Good,0,0
4035,District 2,Wendell Carson,0,0
4035,District 2,Denise Gutierrez,0,0
4036,Mayor,Ray Adam Basaldua,7,1.61
4036,Mayor,Christopher T. Schuchardt,45,10.37
4036,Mayor,Christopher Longoria,12,2.76
4036,Mayor,Ron Nirenberg (i),318,73.27
4036,Mayor,Armando Dominguez,5,1.15
4036,Mayor,Michael Idrogo,1,0.23
4036,Mayor,Gary Allen,16,3.69
4036,Mayor,Michael Samaniego,7,1.61
4036,Mayor,Diana Flores Uriegas,23,5.3
4036,District 2,Rose Requenez Hill,21,4.83
4036,District 2,Edward Earl Giles,15,3.45
4036,District 2,Patrick Jones,36,8.28
4036,District 2,Carla Walker,50,11.49
4036,District 2,Jalen McKee-Rodriguez (i),254,58.39
4036,District 2,Denise McVea,10,2.3
4036,District 2,James M. Guild,4,0.92
4036,District 2,Michael John Good,7,1.61
4036,District 2,Wendell Carson,4,0.92
4036,District 2,Denise Gutierrez,34,7.82
4037,Mayor,Ray Adam Basaldua,4,2.37
4037,Mayor,Christopher T. Schuchardt,15,8.88
4037,Mayor,Christopher Longoria,3,1.78
4037,Mayor,Ron Nirenberg (i),133,78.7
4037,Mayor,Armando Dominguez,0,0
4037,Mayor,Michael Idrogo,0,0
4037,Mayor,Gary Allen,4,2.37
4037,Mayor,Michael Samaniego,3,1.78
4037,Mayor,Diana Flores Uriegas,7,4.14
4037,District 2,Rose Requenez Hill,6,3.55
4037,District 2,Edward Earl Giles,4,2.37
4037,District 2,Patrick Jones,25,14.79
4037,District 2,Carla Walker,28,16.57
4037,District 2,Jalen McKee-Rodriguez (i),88,52.07
4037,District 2,Denise McVea,2,1.18
4037,District 2,James M. Guild,1,0.59
4037,District 2,Michael John Good,3,1.78
4037,District 2,Wendell Carson,0,0
4037,District 2,Denise Gutierrez,12,7.1
4038,Mayor,Ray Adam Basaldua,3,0.51
4038,Mayor,Christopher T. Schuchardt,92,15.67
4038,Mayor,Christopher Longoria,7,1.19
4038,Mayor,Ron Nirenberg (i),408,69.51
4038,Mayor,Armando Dominguez,2,0.34
4038,Mayor,Michael Idrogo,3,0.51
4038,Mayor,Gary Allen,37,6.3
4038,Mayor,Michael Samaniego,17,2.9
4038,Mayor,Diana Flores Uriegas,18,3.07
4038,District 10,Madison Gutierrez,42,7.58
4038,District 10,Robert Flores,35,6.32
4038,District 10,Margaret Sherwood,25,4.51
4038,District 10,Rick Otley,9,1.62
4038,District 10,Bryan R. Martin,62,11.19
4038,District 10,Marc Whyte,262,47.29
4038,District 10,Joel Solis,119,21.48
4039,Mayor,Ray Adam Basaldua,3,1.83
4039,Mayor,Christopher T. Schuchardt,10,6.1
4039,Mayor,Christopher Longoria,5,3.05
4039,Mayor,Ron Nirenberg (i),134,81.71
4039,Mayor,Armando Dominguez,3,1.83
4039,Mayor,Michael Idrogo,0,0
4039,Mayor,Gary Allen,3,1.83
4039,Mayor,Michael Samaniego,0,0
4039,Mayor,Diana Flores Uriegas,6,3.66
4039,District 2,Rose Requenez Hill,2,1.24
4039,District 2,Edward Earl Giles,3,1.86
4039,District 2,Patrick Jones,16,9.94
4039,District 2,Carla Walker,26,16.15
4039,District 2,Jalen McKee-Rodriguez (i),103,63.98
4039,District 2,Denise McVea,2,1.24
4039,District 2,James M. Guild,0,0
4039,District 2,Michael John Good,0,0
4039,District 2,Wendell Carson,1,0.62
4039,District 2,Denise Gutierrez,8,4.97
4040,Mayor,Ray Adam Basaldua,3,1.91
4040,Mayor,Christopher T. Schuchardt,15,9.55
4040,Mayor,Christopher Longoria,2,1.27
4040,Mayor,Ron Nirenberg (i),124,78.98
4040,Mayor,Armando Dominguez,1,0.64
4040,Mayor,Michael Idrogo,1,0.64
4040,Mayor,Gary Allen,5,3.18
4040,Mayor,Michael Samaniego,2,1.27
4040,Mayor,Diana Flores Uriegas,4,2.55
4040,District 2,Rose Requenez Hill,6,3.85
4040,District 2,Edward Earl Giles,2,1.28
4040,District 2,Patrick Jones,12,7.69
4040,District 2,Carla Walker,26,16.67
4040,District 2,Jalen McKee-Rodriguez (i),99,63.46
4040,District 2,Denise McVea,3,1.92
4040,District 2,James M. Guild,3,1.92
4040,District 2,Michael John Good,0,0
4040,District 2,Wendell Carson,0,0
4040,District 2,Denise Gutierrez,5,3.21
4041,Mayor,Ray Adam Basaldua,6,2
4041,Mayor,Christopher T. Schuchardt,26,8.67
4041,Mayor,Christopher Longoria,3,1
4041,Mayor,Ron Nirenberg (i),233,77.67
4041,Mayor,Armando Dominguez,4,1.33
4041,Mayor,Michael Idrogo,1,0.33
4041,Mayor,Gary Allen,14,4.67
4041,Mayor,Michael Samaniego,3,1
4041,Mayor,Diana Flores Uriegas,10,3.33
4041,District 2,Rose Requenez Hill,11,3.65
4041,District 2,Edward Earl Giles,6,1.99
4041,District 2,Patrick Jones,40,13.29
4041,District 2,Carla Walker,34,11.3
4041,District 2,Jalen McKee-Rodriguez (i),167,55.48
4041,District 2,Denise McVea,11,3.65
4041,District 2,James M. Guild,3,1
4041,District 2,Michael John Good,2,0.66
4041,District 2,Wendell Carson,1,0.33
4041,District 2,Denise Gutierrez,26,8.64
4042,Mayor,Ray Adam Basaldua,2,8
4042,Mayor,Christopher T. Schuchardt,0,0
4042,Mayor,Christopher Longoria,0,0
4042,Mayor,Ron Nirenberg (i),17,68
4042,Mayor,Armando Dominguez,0,0
4042,Mayor,Michael Idrogo,1,4
4042,Mayor,Gary Allen,1,4
4042,Mayor,Michael Samaniego,0,0
4042,Mayor,Diana Flores Uriegas,4,16
4042,District 2,Rose Requenez Hill,2,8
4042,District 2,Edward Earl Giles,1,4
4042,District 2,Patrick Jones,0,0
4042,District 2,Carla Walker,5,20
4042,District 2,Jalen McKee-Rodriguez (i),12,48
4042,District 2,Denise McVea,1,4
4042,District 2,James M. Guild,0,0
4042,District 2,Michael John Good,0,0
4042,District 2,Wendell Carson,0,0
4042,District 2,Denise Gutierrez,4,16
4044,Mayor,Ray Adam Basaldua,5,2.66
4044,Mayor,Christopher T. Schuchardt,46,24.47
4044,Mayor,Christopher Longoria,6,3.19
4044,Mayor,Ron Nirenberg (i),106,56.38
4044,Mayor,Armando Dominguez,0,0
4044,Mayor,Michael Idrogo,0,0
4044,Mayor,Gary Allen,12,6.38
4044,Mayor,Michael Samaniego,3,1.6
4044,Mayor,Diana Flores Uriegas,10,5.32
4044,District 2,Rose Requenez Hill,4,2.16
4044,District 2,Edward Earl Giles,10,5.41
4044,District 2,Patrick Jones,9,4.86
4044,District 2,Carla Walker,10,5.41
4044,District 2,Jalen McKee-Rodriguez (i),90,48.65
4044,District 2,Denise McVea,5,2.7
4044,District 2,James M. Guild,1,0.54
4044,District 2,Michael John Good,4,2.16
4044,District 2,Wendell Carson,2,1.08
4044,District 2,Denise Gutierrez,50,27.03
4045,Mayor,Ray Adam Basaldua,14,2.94
4045,Mayor,Christopher T. Schuchardt,107,22.48
4045,Mayor,Christopher Longoria,12,2.52
4045,Mayor,Ron Nirenberg (i),268,56.3
4045,Mayor,Armando Dominguez,3,0.63
4045,Mayor,Michael Idrogo,1,0.21
4045,Mayor,Gary Allen,35,7.35
4045,Mayor,Michael Samaniego,17,3.57
4045,Mayor,Diana Flores Uriegas,19,3.99
4045,District 2,Rose Requenez Hill,17,3.62
4045,District 2,Edward Earl Giles,44,9.36
4045,District 2,Patrick Jones,18,3.83
4045,District 2,Carla Walker,16,3.4
4045,District 2,Jalen McKee-Rodriguez (i),222,47.23
4045,District 2,Denise McVea,14,2.98
4045,District 2,James M. Guild,4,0.85
4045,District 2,Michael John Good,15,3.19
4045,District 2,Wendell Carson,7,1.49
4045,District 2,Denise Gutierrez,113,24.04
4046,Mayor,Ray Adam Basaldua,7,0.99
4046,Mayor,Christopher T. Schuchardt,208,29.38
4046,Mayor,Christopher Longoria,11,1.55
4046,Mayor,Ron Nirenberg (i),408,57.63
4046,Mayor,Armando Dominguez,1,0.14
4046,Mayor,Michael Idrogo,4,0.56
4046,Mayor,Gary Allen,45,6.36
4046,Mayor,Michael Samaniego,16,2.26
4046,Mayor,Diana Flores Uriegas,8,1.13
4046,District 10,Madison Gutierrez,24,3.43
4046,District 10,Robert Flores,33,4.72
4046,District 10,Margaret Sherwood,16,2.29
4046,District 10,Rick Otley,8,1.14
4046,District 10,Bryan R. Martin,30,4.29
4046,District 10,Marc Whyte,516,73.82
4046,District 10,Joel Solis,72,10.3
4047,Mayor,Ray Adam Basaldua,8,2.13
4047,Mayor,Christopher T. Schuchardt,65,17.29
4047,Mayor,Christopher Longoria,8,2.13
4047,Mayor,Ron Nirenberg (i),234,62.23
4047,Mayor,Armando Dominguez,8,2.13
4047,Mayor,Michael Idrogo,0,0
4047,Mayor,Gary Allen,25,6.65
4047,Mayor,Michael Samaniego,18,4.79
4047,Mayor,Diana Flores Uriegas,10,2.66
4047,District 2,Rose Requenez Hill,21,5.72
4047,District 2,Edward Earl Giles,21,5.72
4047,District 2,Patrick Jones,10,2.72
4047,District 2,Carla Walker,13,3.54
4047,District 2,Jalen McKee-Rodriguez (i),206,56.13
4047,District 2,Denise McVea,9,2.45
4047,District 2,James M. Guild,8,2.18
4047,District 2,Michael John Good,11,3
4047,District 2,Wendell Carson,3,0.82
4047,District 2,Denise Gutierrez,65,17.71
4048,Mayor,Ray Adam Basaldua,3,1.24
4048,Mayor,Christopher T. Schuchardt,29,12.03
4048,Mayor,Christopher Longoria,6,2.49
4048,Mayor,Ron Nirenberg (i),163,67.63
4048,Mayor,Armando Dominguez,1,0.41
4048,Mayor,Michael Idrogo,2,0.83
4048,Mayor,Gary Allen,12,4.98
4048,Mayor,Michael Samaniego,6,2.49
4048,Mayor,Diana Flores Uriegas,19,7.88
4048,District 3,Jayden Muñoz,33,14.35
4048,District 3,Phyllis Viagran,122,53.04
4048,District 3,Erin Gallegos Reid,51,22.17
4048,District 3,Larry La Rose,24,10.43
4049,Mayor,Ray Adam Basaldua,3,1.18
4049,Mayor,Christopher T. Schuchardt,43,16.93
4049,Mayor,Christopher Longoria,7,2.76
4049,Mayor,Ron Nirenberg (i),163,64.17
4049,Mayor,Armando Dominguez,1,0.39
4049,Mayor,Michael Idrogo,1,0.39
4049,Mayor,Gary Allen,20,7.87
4049,Mayor,Michael Samaniego,4,1.57
4049,Mayor,Diana Flores Uriegas,12,4.72
4049,District 2,Rose Requenez Hill,24,9.76
4049,District 2,Edward Earl Giles,2,0.81
4049,District 2,Patrick Jones,8,3.25
4049,District 2,Carla Walker,14,5.69
4049,District 2,Jalen McKee-Rodriguez (i),127,51.63
4049,District 2,Denise McVea,12,4.88
4049,District 2,James M. Guild,1,0.41
4049,District 2,Michael John Good,4,1.63
4049,District 2,Wendell Carson,2,0.81
4049,District 2,Denise Gutierrez,52,21.14
4052,Mayor,Ray Adam Basaldua,8,1.93
4052,Mayor,Christopher T. Schuchardt,98,23.67
4052,Mayor,Christopher Longoria,13,3.14
4052,Mayor,Ron Nirenberg (i),227,54.83
4052,Mayor,Armando Dominguez,2,0.48
4052,Mayor,Michael Idrogo,1,0.24
4052,Mayor,Gary Allen,37,8.94
4052,Mayor,Michael Samaniego,19,4.59
4052,Mayor,Diana Flores Uriegas,9,2.17
4052,District 10,Madison Gutierrez,22,5.43
4052,District 10,Robert Flores,38,9.38
4052,District 10,Margaret Sherwood,35,8.64
4052,District 10,Rick Otley,13,3.21
4052,District 10,Bryan R. Martin,36,8.89
4052,District 10,Marc Whyte,237,58.52
4052,District 10,Joel Solis,24,5.93
4062,Mayor,Ray Adam Basaldua,5,5.81
4062,Mayor,Christopher T. Schuchardt,15,17.44
4062,Mayor,Christopher Longoria,1,1.16
4062,Mayor,Ron Nirenberg (i),53,61.63
4062,Mayor,Armando Dominguez,1,1.16
4062,Mayor,Michael Idrogo,0,0
4062,Mayor,Gary Allen,3,3.49
4062,Mayor,Michael Samaniego,1,1.16
4062,Mayor,Diana Flores Uriegas,7,8.14
4062,District 3,Jayden Muñoz,16,20
4062,District 3,Phyllis Viagran,40,50
4062,District 3,Erin Gallegos Reid,17,21.25
4062,District 3,Larry La Rose,7,8.75
4063,Mayor,Ray Adam Basaldua,2,1.9
4063,Mayor,Christopher T. Schuchardt,26,24.76
4063,Mayor,Christopher Longoria,4,3.81
4063,Mayor,Ron Nirenberg (i),62,59.05
4063,Mayor,Armando Dominguez,1,0.95
4063,Mayor,Michael Idrogo,1,0.95
4063,Mayor,Gary Allen,7,6.67
4063,Mayor,Michael Samaniego,1,0.95
4063,Mayor,Diana Flores Uriegas,1,0.95
4063,District 2,Rose Requenez Hill,12,11.76
4063,District 2,Edward Earl Giles,3,2.94
4063,District 2,Patrick Jones,4,3.92
4063,District 2,Carla Walker,3,2.94
4063,District 2,Jalen McKee-Rodriguez (i),53,51.96
4063,District 2,Denise McVea,6,5.88
4063,District 2,James M. Guild,1,0.98
4063,District 2,Michael John Good,1,0.98
4063,District 2,Wendell Carson,1,0.98
4063,District 2,Denise Gutierrez,18,17.65
4065,Mayor,Ray Adam Basaldua,4,1.98
4065,Mayor,Christopher T. Schuchardt,15,7.43
4065,Mayor,Christopher Longoria,5,2.48
4065,Mayor,Ron Nirenberg (i),135,66.83
4065,Mayor,Armando Dominguez,5,2.48
4065,Mayor,Michael Idrogo,2,0.99
4065,Mayor,Gary Allen,13,6.44
4065,Mayor,Michael Samaniego,9,4.46
4065,Mayor,Diana Flores Uriegas,14,6.93
4065,District 2,Rose Requenez Hill,6,3
4065,District 2,Edward Earl Giles,3,1.5
4065,District 2,Patrick Jones,7,3.5
4065,District 2,Carla Walker,10,5
4065,District 2,Jalen McKee-Rodriguez (i),132,66
4065,District 2,Denise McVea,8,4
4065,District 2,James M. Guild,0,0
4065,District 2,Michael John Good,5,2.5
4065,District 2,Wendell Carson,1,0.5
4065,District 2,Denise Gutierrez,28,14
4068,Mayor,Ray Adam Basaldua,1,2.27
4068,Mayor,Christopher T. Schuchardt,7,15.91
4068,Mayor,Christopher Longoria,2,4.55
4068,Mayor,Ron Nirenberg (i),22,50
4068,Mayor,Armando Dominguez,1,2.27
4068,Mayor,Michael Idrogo,0,0
4068,Mayor,Gary Allen,8,18.18
4068,Mayor,Michael Samaniego,1,2.27
4068,Mayor,Diana Flores Uriegas,2,4.55
4068,District 2,Rose Requenez Hill,2,4.88
4068,District 2,Edward Earl Giles,0,0
4068,District 2,Patrick Jones,1,2.44
4068,District 2,Carla Walker,5,12.2
4068,District 2,Jalen McKee-Rodriguez (i),16,39.02
4068,District 2,Denise McVea,4,9.76
4068,District 2,James M. Guild,1,2.44
4068,District 2,Michael John Good,2,4.88
4068,District 2,Wendell Carson,0,0
4068,District 2,Denise Gutierrez,10,24.39
4070,Mayor,Ray Adam Basaldua,13,2.39
4070,Mayor,Christopher T. Schuchardt,57,10.48
4070,Mayor,Christopher Longoria,14,2.57
4070,Mayor,Ron Nirenberg (i),414,76.1
4070,Mayor,Armando Dominguez,1,0.18
4070,Mayor,Michael Idrogo,1,0.18
4070,Mayor,Gary Allen,20,3.68
4070,Mayor,Michael Samaniego,5,0.92
4070,Mayor,Diana Flores Uriegas,19,3.49
4070,District 2,Rose Requenez Hill,53,9.96
4070,District 2,Edward Earl Giles,16,3.01
4070,District 2,Patrick Jones,28,5.26
4070,District 2,Carla Walker,45,8.46
4070,District 2,Jalen McKee-Rodriguez (i),304,57.14
4070,District 2,Denise McVea,11,2.07
4070,District 2,James M. Guild,4,0.75
4070,District 2,Michael John Good,10,1.88
4070,District 2,Wendell Carson,2,0.38
4070,District 2,Denise Gutierrez,59,11.09
4075,Mayor,Ray Adam Basaldua,3,3.12
4075,Mayor,Christopher T. Schuchardt,10,10.42
4075,Mayor,Christopher Longoria,0,0
4075,Mayor,Ron Nirenberg (i),74,77.08
4075,Mayor,Armando Dominguez,1,1.04
4075,Mayor,Michael Idrogo,0,0
