Precinct,Race,Candidate,Total Votes,Vote Percentage
3031,District 9,John Courage,4.0,66.67
3033,District 9,Patrick Von Dohlen,135.0,46.08
3033,District 9,John Courage,158.0,53.92
3039,District 9,Patrick Von Dohlen 0 0,,
3039,District 9,John Courage 0 0,,
3042,District 9,Patrick Von Dohlen,186.0,49.6
3042,District 9,John Courage,189.0,50.4
3044,District 9,Patrick Von Dohlen,113.0,43.13
3044,District 9,John Courage,149.0,56.87
3045,District 9,Patrick Von Dohlen,153.0,45.95
3045,District 9,John Courage,180.0,54.05
3052,District 9,Patrick Von Dohlen,340.0,57.63
3052,District 9,John Courage,250.0,42.37
3053,District 1,Mario Bravo,96.0,48.48
3053,District 1,Roberto C. Treviño,102.0,51.52
3059,District 9,Patrick Von Dohlen,156.0,66.95
3059,District 9,John Courage,77.0,33.05
3062,District 9,Patrick Von Dohlen,2.0,33.33
3062,District 9,John Courage,4.0,66.67
3063,District 9,Patrick Von Dohlen,149.0,34.81
3063,District 9,John Courage,279.0,65.19
3064,District 9,Patrick Von Dohlen,34.0,36.17
3064,District 9,John Courage,60.0,63.83
3066,District 9,Patrick Von Dohlen,163.0,37.47
3066,District 9,John Courage,272.0,62.53
3068,District 9,Patrick Von Dohlen,55.0,34.59
3068,District 9,John Courage,104.0,65.41
3069,District 9,Patrick Von Dohlen,217.0,31.82
3069,District 9,John Courage,465.0,68.18
3076,District 9,Patrick Von Dohlen,165.0,50.15
3076,District 9,John Courage,164.0,49.85
3078,District 9,Patrick Von Dohlen,202.0,39.07
3078,District 9,John Courage,315.0,60.93
3079,District 9,Patrick Von Dohlen,280.0,40.35
3079,District 9,John Courage,414.0,59.65
3080,District 9,Patrick Von Dohlen,112.0,44.44
3080,District 9,John Courage,140.0,55.56
3081,District 9,Patrick Von Dohlen,187.0,43.29
3081,District 9,John Courage,245.0,56.71
3083,District 9,Patrick Von Dohlen,165.0,46.48
3083,District 9,John Courage,190.0,53.52
3093,District 9,Patrick Von Dohlen,392.0,51.11
3093,District 9,John Courage,375.0,48.89
3102,District 9,Patrick Von Dohlen,282.0,41.23
3102,District 9,John Courage,402.0,58.77
3104,District 9,Patrick Von Dohlen,285.0,44.19
3104,District 9,John Courage,360.0,55.81
3111,District 9,Patrick Von Dohlen 0 0,,
3111,District 9,John Courage 0 0,,
3114,District 9,Patrick Von Dohlen,350.0,52.4
3114,District 9,John Courage,318.0,47.6
3117,District 9,Patrick Von Dohlen,420.0,47.51
3117,District 9,John Courage,464.0,52.49
3119,District 9,Patrick Von Dohlen,244.0,42.66
3119,District 9,John Courage,328.0,57.34
3121,District 9,Patrick Von Dohlen,230.0,47.42
3121,District 9,John Courage,255.0,52.58
3122,District 9,Patrick Von Dohlen,162.0,41.22
3122,District 9,John Courage,231.0,58.78
3123,District 9,Patrick Von Dohlen 0 0,,
3123,District 9,John Courage 0 0,,
3125,District 9,Patrick Von Dohlen 0 0,,
3125,District 9,John Courage 0 0,,
3130,District 9,Patrick Von Dohlen,234.0,49.58
3130,District 9,John Courage,238.0,50.42
