Precinct,Race,Candidate,Total Votes
4122,"For Council, City of San Antonio, District 2",Denise McVea,2
4122,"For Council, City of San Antonio, District 2",James M. Guild,1
4122,"For Council, City of San Antonio, District 2",Michael John Good,0
4122,"For Council, City of San Antonio, District 2",Wendell Carson,1
4122,"For Council, City of San Antonio, District 2",Denise Gutierrez,3
4123,For Mayor City of San Antonio,Vote,For
4123,For Mayor City of San Antonio,TOTAL,VOTE
4123,For Mayor City of San Antonio,Ray Adam Basaldua,0
4123,For Mayor City of San Antonio,Christopher T. Schuchardt,11
4123,For Mayor City of San Antonio,Christopher Longoria,2
4123,For Mayor City of San Antonio,Ron Nirenberg,22
4123,For Mayor City of San Antonio,Armando Dominguez,0
4123,For Mayor City of San Antonio,Michael Idrogo,0
4123,For Mayor City of San Antonio,Gary Allen,1
4123,For Mayor City of San Antonio,Michael Samaniego,4
4123,For Mayor City of San Antonio,Diana Flores Uriegas,3
4123,"For Council, City of San Antonio, District 2",Vote,For
4123,"For Council, City of San Antonio, District 2",TOTAL,VOTE
4123,"For Council, City of San Antonio, District 2",Rose Requenez Hill,15
4123,"For Council, City of San Antonio, District 2",Edward Earl Giles,0
4123,"For Council, City of San Antonio, District 2",Patrick Jones,2
4123,"For Council, City of San Antonio, District 2",Carla Walker,0
4123,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez,16
4123,"For Council, City of San Antonio, District 2",Denise McVea,1
4123,"For Council, City of San Antonio, District 2",James M. Guild,0
4123,"For Council, City of San Antonio, District 2",Michael John Good,2
4123,"For Council, City of San Antonio, District 2",Wendell Carson,0
4123,"For Council, City of San Antonio, District 2",Denise Gutierrez,8
4124,For Mayor City of San Antonio,Vote,For
4124,For Mayor City of San Antonio,TOTAL,VOTE
4124,For Mayor City of San Antonio,Ray Adam Basaldua,5
4124,For Mayor City of San Antonio,Christopher T. Schuchardt,35
4124,For Mayor City of San Antonio,Christopher Longoria,0
4124,For Mayor City of San Antonio,Ron Nirenberg,137
4124,For Mayor City of San Antonio,Armando Dominguez,5
4124,For Mayor City of San Antonio,Michael Idrogo,2
4124,For Mayor City of San Antonio,Gary Allen,3
4124,For Mayor City of San Antonio,Michael Samaniego,2
4124,For Mayor City of San Antonio,Diana Flores Uriegas,15
4124,"For Council, City of San Antonio, District 3",Vote,For
4124,"For Council, City of San Antonio, District 3",TOTAL,VOTE
4124,"For Council, City of San Antonio, District 3",Jayden Muñoz,33
4124,"For Council, City of San Antonio, District 3",Phyllis Viagran,111
4124,"For Council, City of San Antonio, District 3",Erin Gallegos Reid,27
4124,"For Council, City of San Antonio, District 3",Larry La Rose,20
4125,For Mayor City of San Antonio,Vote,For
4125,For Mayor City of San Antonio,TOTAL,VOTE
4125,For Mayor City of San Antonio,Ray Adam Basaldua,0
4125,For Mayor City of San Antonio,Christopher T. Schuchardt,1
4125,For Mayor City of San Antonio,Christopher Longoria,0
4125,For Mayor City of San Antonio,Ron Nirenberg,2
4125,For Mayor City of San Antonio,Armando Dominguez,1
4125,For Mayor City of San Antonio,Michael Idrogo,0
4125,For Mayor City of San Antonio,Gary Allen,0
4125,For Mayor City of San Antonio,Michael Samaniego,0
4125,For Mayor City of San Antonio,Diana Flores Uriegas,0
4125,"For Council, City of San Antonio, District 2",Vote,For
4125,"For Council, City of San Antonio, District 2",TOTAL,VOTE
4125,"For Council, City of San Antonio, District 2",Rose Requenez Hill,1
4125,"For Council, City of San Antonio, District 2",Edward Earl Giles,1
4125,"For Council, City of San Antonio, District 2",Patrick Jones,0
4125,"For Council, City of San Antonio, District 2",Carla Walker,0
4125,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez,0
4125,"For Council, City of San Antonio, District 2",Denise McVea,0
4125,"For Council, City of San Antonio, District 2",James M. Guild,0
4125,"For Council, City of San Antonio, District 2",Michael John Good,0
4125,"For Council, City of San Antonio, District 2",Wendell Carson,0
4125,"For Council, City of San Antonio, District 2",Denise Gutierrez,2
4127,For Mayor City of San Antonio,Vote,For
4127,For Mayor City of San Antonio,TOTAL,VOTE
4127,For Mayor City of San Antonio,Ray Adam Basaldua,0
4127,For Mayor City of San Antonio,Christopher T. Schuchardt,0
4127,For Mayor City of San Antonio,Christopher Longoria,0
4127,For Mayor City of San Antonio,Ron Nirenberg,1
4127,For Mayor City of San Antonio,Armando Dominguez,0
4127,For Mayor City of San Antonio,Michael Idrogo,0
4127,For Mayor City of San Antonio,Gary Allen,0
4127,For Mayor City of San Antonio,Michael Samaniego,0
4127,For Mayor City of San Antonio,Diana Flores Uriegas,0
4127,"For Council, City of San Antonio, District 2",Vote,For
4127,"For Council, City of San Antonio, District 2",TOTAL,VOTE
4127,"For Council, City of San Antonio, District 2",Rose Requenez Hill,0
4127,"For Council, City of San Antonio, District 2",Edward Earl Giles,0
4127,"For Council, City of San Antonio, District 2",Patrick Jones,0
4127,"For Council, City of San Antonio, District 2",Carla Walker,0
4127,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez,1
4127,"For Council, City of San Antonio, District 2",Denise McVea,0
4127,"For Council, City of San Antonio, District 2",James M. Guild,0
4127,"For Council, City of San Antonio, District 2",Michael John Good,0
4127,"For Council, City of San Antonio, District 2",Wendell Carson,0
4127,"For Council, City of San Antonio, District 2",Denise Gutierrez,0
4128,For Mayor City of San Antonio,Vote,For
4128,For Mayor City of San Antonio,TOTAL,VOTE
4128,For Mayor City of San Antonio,Ray Adam Basaldua,0
4128,For Mayor City of San Antonio,Christopher T. Schuchardt,10
4128,For Mayor City of San Antonio,Christopher Longoria,0
4128,For Mayor City of San Antonio,Ron Nirenberg,30
4128,For Mayor City of San Antonio,Armando Dominguez,0
4128,For Mayor City of San Antonio,Michael Idrogo,0
4128,For Mayor City of San Antonio,Gary Allen,1
4128,For Mayor City of San Antonio,Michael Samaniego,0
4128,For Mayor City of San Antonio,Diana Flores Uriegas,1
4128,"For Council, City of San Antonio, District 2",Vote,For
4128,"For Council, City of San Antonio, District 2",TOTAL,VOTE
4128,"For Council, City of San Antonio, District 2",Rose Requenez Hill,10
4128,"For Council, City of San Antonio, District 2",Edward Earl Giles,1
4128,"For Council, City of San Antonio, District 2",Patrick Jones,0
4128,"For Council, City of San Antonio, District 2",Carla Walker,1
4128,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez,17
4128,"For Council, City of San Antonio, District 2",Denise McVea,0
4128,"For Council, City of San Antonio, District 2",James M. Guild,0
4128,"For Council, City of San Antonio, District 2",Michael John Good,1
4128,"For Council, City of San Antonio, District 2",Wendell Carson,1
4128,"For Council, City of San Antonio, District 2",Denise Gutierrez,7
4131,For Mayor City of San Antonio,Vote,For
4131,For Mayor City of San Antonio,TOTAL,VOTE
4131,For Mayor City of San Antonio,Ray Adam Basaldua,2
4131,For Mayor City of San Antonio,Christopher T. Schuchardt,8
4131,For Mayor City of San Antonio,Christopher Longoria,2
4131,For Mayor City of San Antonio,Ron Nirenberg,23
4131,For Mayor City of San Antonio,Armando Dominguez,0
4131,For Mayor City of San Antonio,Michael Idrogo,0
4131,For Mayor City of San Antonio,Gary Allen,2
4131,For Mayor City of San Antonio,Michael Samaniego,0
4131,For Mayor City of San Antonio,Diana Flores Uriegas,1
4131,"For Council, City of San Antonio, District 2",Vote,For
4131,"For Council, City of San Antonio, District 2",TOTAL,VOTE
4131,"For Council, City of San Antonio, District 2",Rose Requenez Hill,3
4131,"For Council, City of San Antonio, District 2",Edward Earl Giles,0
4131,"For Council, City of San Antonio, District 2",Patrick Jones,2
4131,"For Council, City of San Antonio, District 2",Carla Walker,1
4131,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez,11
4131,"For Council, City of San Antonio, District 2",Denise McVea,1
4131,"For Council, City of San Antonio, District 2",James M. Guild,0
4131,"For Council, City of San Antonio, District 2",Michael John Good,5
4131,"For Council, City of San Antonio, District 2",Wendell Carson,1
4131,"For Council, City of San Antonio, District 2",Denise Gutierrez,10
4134,For Mayor City of San Antonio,Vote,For
4134,For Mayor City of San Antonio,TOTAL,VOTE
4134,For Mayor City of San Antonio,Ray Adam,Basaldua
4134,For Mayor City of San Antonio,Christopher T.,Schuchardt
4134,For Mayor City of San Antonio,Christopher,Longoria
4134,For Mayor City of San Antonio,Ron,Nirenberg
4134,For Mayor City of San Antonio,Armando,Dominguez
4134,For Mayor City of San Antonio,Michael,Idrogo
4134,For Mayor City of San Antonio,Gary,Allen
4134,For Mayor City of San Antonio,Michael,Samaniego
4134,For Mayor City of San Antonio,Diana Flores,Uriegas
4134,"For Council, City of San Antonio, District 2",Vote,For
4134,"For Council, City of San Antonio, District 2",TOTAL,VOTE
4134,"For Council, City of San Antonio, District 2",Rose Requenez,Hill
4134,"For Council, City of San Antonio, District 2",Edward Earl,Giles
4134,"For Council, City of San Antonio, District 2",Patrick,Jones
4134,"For Council, City of San Antonio, District 2",Carla,Walker
4134,"For Council, City of San Antonio, District 2",Jalen,McKee-Rodriguez
4134,"For Council, City of San Antonio, District 2",Denise,McVea
4134,"For Council, City of San Antonio, District 2",James M.,Guild
4134,"For Council, City of San Antonio, District 2",Michael John,Good
4134,"For Council, City of San Antonio, District 2",Wendell,Carson
4134,"For Council, City of San Antonio, District 2",Denise,Gutierrez
4135,For Mayor City of San Antonio,Vote,For
4135,For Mayor City of San Antonio,TOTAL,VOTE
4135,For Mayor City of San Antonio,Ray Adam,Basaldua
4135,For Mayor City of San Antonio,Christopher T.,Schuchardt
4135,For Mayor City of San Antonio,Christopher,Longoria
4135,For Mayor City of San Antonio,Ron,Nirenberg
4135,For Mayor City of San Antonio,Armando,Dominguez
4135,For Mayor City of San Antonio,Michael,Idrogo
4135,For Mayor City of San Antonio,Gary,Allen
4135,For Mayor City of San Antonio,Michael,Samaniego
4135,For Mayor City of San Antonio,Diana Flores,Uriegas
4135,"For Council, City of San Antonio, District 2",Vote,For
4135,"For Council, City of San Antonio, District 2",TOTAL,VOTE
4135,"For Council, City of San Antonio, District 2",Rose Requenez,Hill
4135,"For Council, City of San Antonio, District 2",Edward Earl,Giles
4135,"For Council, City of San Antonio, District 2",Patrick,Jones
4135,"For Council, City of San Antonio, District 2",Carla,Walker
4135,"For Council, City of San Antonio, District 2",Jalen,McKee-Rodriguez
4135,"For Council, City of San Antonio, District 2",Denise,McVea
4135,"For Council, City of San Antonio, District 2",James M.,Guild
4135,"For Council, City of San Antonio, District 2",Michael John,Good
4135,"For Council, City of San Antonio, District 2",Wendell,Carson
4135,"For Council, City of San Antonio, District 2",Denise,Gutierrez
4136,For Mayor City of San Antonio,Vote,For
4136,For Mayor City of San Antonio,TOTAL,VOTE
4136,For Mayor City of San Antonio,Ray Adam Basaldua,2
4136,For Mayor City of San Antonio,Christopher T. Schuchardt,12
4136,For Mayor City of San Antonio,Christopher Longoria,5
4136,For Mayor City of San Antonio,Ron Nirenberg,63
4136,For Mayor City of San Antonio,Armando Dominguez,2
4136,For Mayor City of San Antonio,Michael Idrogo,0
4136,For Mayor City of San Antonio,Gary Allen,14
4136,For Mayor City of San Antonio,Michael Samaniego,4
4136,For Mayor City of San Antonio,Diana Flores Uriegas,3
4136,"For Council, City of San Antonio, District 2",Vote,For
4136,"For Council, City of San Antonio, District 2",TOTAL,VOTE
4136,"For Council, City of San Antonio, District 2",Rose Requenez Hill,7
4136,"For Council, City of San Antonio, District 2",Edward Earl Giles,6
4136,"For Council, City of San Antonio, District 2",Patrick Jones,5
4136,"For Council, City of San Antonio, District 2",Carla Walker,9
4136,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez,37
4136,"For Council, City of San Antonio, District 2",Denise McVea,1
4136,"For Council, City of San Antonio, District 2",James M. Guild,0
4136,"For Council, City of San Antonio, District 2",Michael John Good,5
4136,"For Council, City of San Antonio, District 2",Wendell Carson,2
4136,"For Council, City of San Antonio, District 2",Denise Gutierrez,24
4138,For Mayor City of San Antonio,Vote,For
4138,For Mayor City of San Antonio,TOTAL,VOTE
4138,For Mayor City of San Antonio,Ray Adam,Basaldua
4138,For Mayor City of San Antonio,Christopher T.,Schuchardt
4138,For Mayor City of San Antonio,Christopher,Longoria
4138,For Mayor City of San Antonio,Ron,Nirenberg
4138,For Mayor City of San Antonio,Armando,Dominguez
4138,For Mayor City of San Antonio,Michael,Idrogo
4138,For Mayor City of San Antonio,Gary,Allen
4138,For Mayor City of San Antonio,Michael,Samaniego
4138,For Mayor City of San Antonio,Diana Flores,Uriegas
4138,"For Council, City of San Antonio, District 10",Vote,For
4138,"For Council, City of San Antonio, District 10",TOTAL,VOTE
4138,"For Council, City of San Antonio, District 10",Madison,Gutierrez
4138,"For Council, City of San Antonio, District 10",Robert,Flores
4138,"For Council, City of San Antonio, District 10",Margaret,Sherwood
4138,"For Council, City of San Antonio, District 10",Rick,Otley
4138,"For Council, City of San Antonio, District 10",Bryan R.,Martin
4138,"For Council, City of San Antonio, District 10",Marc,Whyte
4138,"For Council, City of San Antonio, District 10",Joel,Solis
4139,For Mayor City of San Antonio,Vote,For
4139,For Mayor City of San Antonio,TOTAL,VOTE
4139,For Mayor City of San Antonio,Ray Adam Basaldua,0
4139,For Mayor City of San Antonio,Christopher T. Schuchardt,0
4139,For Mayor City of San Antonio,Christopher Longoria,0
4139,For Mayor City of San Antonio,Ron Nirenberg,2
4139,For Mayor City of San Antonio,Armando Dominguez,0
4139,For Mayor City of San Antonio,Michael Idrogo,0
4139,For Mayor City of San Antonio,Gary Allen,0
4139,For Mayor City of San Antonio,Michael Samaniego,0
4139,For Mayor City of San Antonio,Diana Flores Uriegas,0
4139,"For Council, City of San Antonio, District 2",Vote,For
4139,"For Council, City of San Antonio, District 2",TOTAL,VOTE
4139,"For Council, City of San Antonio, District 2",Rose Requenez Hill,1
4139,"For Council, City of San Antonio, District 2",Edward Earl Giles,0
4139,"For Council, City of San Antonio, District 2",Patrick Jones,0
4139,"For Council, City of San Antonio, District 2",Carla Walker,0
4139,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez,0
4139,"For Council, City of San Antonio, District 2",Denise McVea,0
4139,"For Council, City of San Antonio, District 2",James M. Guild,0
4139,"For Council, City of San Antonio, District 2",Michael John Good,1
4139,"For Council, City of San Antonio, District 2",Wendell Carson,0
4139,"For Council, City of San Antonio, District 2",Denise Gutierrez,0
4140,For Mayor City of San Antonio,Vote,For
4140,For Mayor City of San Antonio,TOTAL,VOTE
4140,For Mayor City of San Antonio,Ray Adam,Basaldua
4140,For Mayor City of San Antonio,Christopher T.,Schuchardt
4140,For Mayor City of San Antonio,Christopher,Longoria
4140,For Mayor City of San Antonio,Ron,Nirenberg
