OBJECTID,NAME,STATESENAT,CONG,STATEREP,ShapeSTArea,ShapeSTLength
517,3011,26,21,123,8572293.45703125,12374.3958641967
518,3024,26,21,116,149076.6328125,1947.62185093952
519,3135,26,21,116,5509287.42773438,9912.95350619964
520,3057,26,21,122,9774517.39453125,12432.2886781521
521,3062,26,21,123,19796560.2617188,23283.182326528
522,3138,25,21,121,10044475.0195312,23223.7397030277
523,4147,25,21,120,3269617.20117188,9222.39660726343
524,4120,26,35,120,3824065.17578125,10291.0498488506
525,2108,26,23,125,10678820.6914062,15057.0943152805
526,4066,26,35,120,27581425.0234375,23904.9715971799
527,4161,26,35,120,4415730.16796875,9399.33468279743
528,4168,26,35,120,12131886.1386719,18264.6516176513
529,4150,19,35,120,38603790.28125,31708.5687405682
530,4098,26,21,118,14300702.3046875,16025.5219108353
531,4141,19,28,119,9291337.1875,14317.8242525149
532,4145,19,35,120,181390.822265625,1831.6565148221
533,4191,19,35,119,894674.712890625,3782.36152493621
534,4196,26,35,120,6363312.11523438,13095.7202856893
535,4197,26,35,120,328160.98828125,5615.41387699343
536,4187,19,28,118,6798348.44726562,11718.9315406649
537,3041,26,21,123,9869333.46679688,17142.4294691625
538,4158,19,35,118,7224654.46289062,14191.7652037409
539,4117,25,21,121,6992029.01171875,13803.277550914
540,4142,26,35,120,4174316.43359375,11283.9709530898
541,4166,26,35,120,4683900.95703125,11314.62429416
542,4135,26,35,120,2473866.4609375,7525.73735323581
543,4183,26,35,120,387506.787109375,3204.7916397877
544,4178,26,35,120,411207.15625,3493.56866237864
545,4186,26,35,120,758331.6484375,4151.05045793752
546,4184,26,35,120,104718.40234375,1370.75354644141
547,4128,26,35,123,909624.580078125,4561.93661318917
548,4123,26,35,120,2492620.37109375,7668.89676376584
549,4111,19,35,120,16117285.2792969,21975.6318153699
550,4131,26,35,120,4717421.55273438,9507.95997366866
551,4134,26,35,120,235564.4375,2325.02802872596
552,4170,25,21,121,7149220.7109375,11134.6997433706
553,4169,25,21,121,2122548.97265625,6907.04372642666
554,3103,25,21,118,57744779.375,36685.6988157229
555,4148,26,35,119,7741004.14257812,18021.1990631211
556,3064,26,21,123,3671640.10742188,8501.59911800507
557,3031,26,21,123,188692.26171875,1880.91149087525
558,3131,25,21,123,1987364.38476562,9299.98410603815
559,2131,26,20,123,2009888.74023438,6977.59071821969
560,2132,26,20,123,1630606.87109375,6738.34231311609
561,4084,19,28,120,60385618.4648438,34413.9136988035
562,1117,19,28,119,15403345.9453125,21016.5653440449
563,1120,26,20,119,3305198.01953125,10063.3602580898
564,2118,26,20,119,826325.380859375,10244.3448868983
565,2117,26,35,123,8674649.57226562,16525.4021413424
566,1119,26,20,119,1190923.921875,6661.96660076082
567,2089,26,20,125,4781180.80273438,12380.6541336151
568,1041,19,20,117,70189032.9960938,40673.9038198428
569,1045,19,20,117,48221029.0566406,29633.9172725503
570,1060,19,20,117,98296315.5683594,57151.5086478632
571,4113,19,28,120,26658065.1269531,33242.7681261942
572,2067,26,35,123,1661887.97265625,5989.0336326927
573,4203,26,35,120,1294326.671875,5542.5630037644
574,3133,26,21,123,199500.322265625,2029.70959721561
575,4185,26,35,119,410620.365234375,2602.94491167018
576,2101,26,20,125,5004655.25976562,9644.65773531141
577,4175,26,35,120,1187978.11914062,10955.4644285619
578,4192,26,35,120,1799559.66210938,7069.70158949172
579,4154,26,35,120,5778206.46875,11578.7540782774
580,4140,26,35,119,521037.63671875,5623.11879669138
581,3002,19,23,122,68695496.8945312,54052.6618037634
582,2063,25,23,122,253446485.257812,147962.995225865
583,3151,25,23,122,77694289.2578125,56291.9757785419
584,3099,19,23,122,102200968.103516,88495.4983244679
585,3144,25,21,121,50292002.7675781,33858.6642718832
586,3116,25,21,121,44451467.2207031,35449.484448078
587,3072,25,21,121,87235469.96875,65028.5864785529
588,4056,19,28,118,34686716.8515625,28832.0349146631
589,4138,26,35,119,156981.7890625,3283.37195487632
590,4146,26,35,120,3367016.30273438,8840.88198192766
591,4201,19,28,119,501160.58984375,3218.51261258839
592,4188,19,28,118,1049245.60742188,4843.88097572213
593,4099,26,35,119,15146130.8046875,22142.5731892822
594,1154,19,23,117,20017301.9199219,30252.2883834423
595,1009,26,20,124,11167763.3925781,14830.5819682352
596,1101,19,20,117,4149541.52734375,9695.53837612827
597,1123,19,23,118,342451609.154297,85560.2110305101
598,3152,25,23,122,32149923.6035156,32702.5391243004
599,2093,19,20,117,26528668.2675781,45847.5458830417
600,4144,19,28,118,4949392.69921875,8991.03283839019
601,1046,19,20,118,35509695.5019531,36380.9174689977
602,2116,26,20,123,339026.0625,5013.84120217659
603,2146,26,20,123,2660572.72460938,10608.8692910676
604,4023,19,28,119,23824899.1640625,23149.1356319808
605,4194,19,28,118,28111994.8964844,23156.149665039
606,4149,26,35,120,12355406.6015625,16580.3174091889
607,4022,26,21,120,7159735.6484375,12810.3565100303
608,4151,19,28,118,384915007.423828,138379.150869333
609,2051,26,35,123,11187800.640625,14447.6815032862
610,4069,19,28,119,125246591.402344,52565.4466155142
611,4159,19,28,119,90664459.9453125,108219.631434682
612,4193,19,35,120,11498255.5039062,29591.7763292261
613,3012,25,23,122,462139288.783203,124744.183206938
614,4190,19,35,119,3318588.1015625,12581.1821602874
615,1056,19,28,118,206861272.744141,97793.7807867415
616,4214,19,28,118,278092425.853516,156565.72650364
617,3004,25,20,123,577776.529296875,4688.51252772
618,1064,19,23,118,398826727.986328,110913.946293085
619,1118,19,23,117,80425942.7578125,49576.0373021142
620,2119,26,20,116,1202099.41796875,4949.70234900929
621,3158,19,23,122,8205665.56445312,18911.0645692052
622,1044,19,20,117,30231474.4941406,23553.6670412645
623,4176,25,21,121,11626511.1621094,27331.8768877231
624,2133,26,20,125,2182248.22851562,9229.44667783394
625,4136,19,28,118,288671814.037109,71967.0709459889
626,1144,19,23,117,26475160.78125,25847.3517903888
627,2105,26,35,116,4917219.70898438,8895.57885392793
628,4198,19,35,120,16527178.9042969,22336.9567990805
629,4118,19,28,118,39292316.5332031,37592.4419717437
630,1074,26,20,119,1072988.33007812,6385.72153571315
631,3169,19,23,122,26237246.7949219,38043.1876407716
632,3160,19,23,122,18776677.25,20269.3637412635
633,3008,19,23,122,3607470.10546875,9238.20663493327
634,4165,19,28,118,55122878.8242188,54486.0540702163
635,4177,19,28,119,918240.521484375,4082.64483896593
636,1092,19,23,117,31471362.9941406,22434.6381891442
637,1114,19,23,118,23821507.2148438,27207.0342187953
638,2152,26,35,123,5337331.16992188,9348.76747344552
639,2155,26,20,123,910172.84765625,6557.45769483792
640,2106,26,20,125,6017490.22265625,12449.4885696603
641,4107,26,35,120,9217038.12890625,14286.7383543055
642,4174,25,21,119,15144340.9453125,30581.6176496087
643,2157,26,20,125,447520.2109375,6910.21144682962
644,2156,26,20,116,21534345.2207031,21926.2274953105
645,2153,26,20,116,1275373.37109375,6754.41445640805
646,2158,19,23,117,40439.4375,1137.13769118183
647,4202,19,28,118,602306.12890625,5357.79191411397
648,3176,25,23,122,1167002.60742188,4832.1942603331
649,1126,26,28,123,750882.521484375,6000.14203782069
650,1127,19,20,119,7174012.41796875,12603.8735392331
651,1025,19,20,117,6491726.96289062,10801.8308406661
652,1130,19,20,117,3521607.74804688,12872.6781366893
653,1134,19,23,117,1908265.76757812,5751.39731149879
654,1133,19,23,117,68140456.8144531,32553.4212366247
655,1135,19,23,117,6211788.32617188,45657.6261470918
656,1106,19,20,117,2826011.68164062,16651.8718413386
657,1136,26,20,124,21209327.4609375,46853.0920083947
658,1137,19,20,117,2275220.96289062,6032.1243055741
659,2115,19,23,122,104775459.564453,86972.9187842825
660,2006,26,20,116,569414.595703125,3395.64418188838
661,2159,26,20,125,2109192.390625,6049.20793202907
662,3177,25,21,121,778067.38671875,35062.6243905824
663,3178,25,21,123,3976959.41015625,9037.13735847742
664,3179,26,21,123,284735.435546875,6216.64336306599
665,3181,25,21,121,56214439.9199219,45682.583066801
666,3082,25,21,121,23034887.0253906,22870.825652977
667,3111,26,21,123,278684.359375,3897.78725362813
668,3175,26,21,123,6877491.72265625,12448.1360036941
669,3183,25,21,121,46950574.6386719,43068.9601011316
670,3147,26,35,123,1360016.40820312,8014.06848673945
671,4205,26,35,121,10083715.3261719,16444.3545124364
672,4206,26,21,120,7324974.54296875,12418.6106881402
673,4209,19,28,118,17259080.0234375,25443.5572895892
674,4207,19,28,118,266919.89453125,12142.5876741991
675,4208,19,28,118,196313.666015625,11984.5536965694
676,4210,25,21,121,6078968.87304688,15299.2146612435
677,4211,26,35,123,395166.14453125,3096.57691495724
678,4212,19,28,118,634726.8515625,18790.8463564418
679,4103,19,28,118,254834.8515625,14811.6525186726
680,4133,19,28,118,39127187.1171875,27207.8217755204
681,3204,26,35,123,5256144.37890625,11724.5539240752
682,4153,19,28,118,64647196.7578125,74488.3875858565
683,4180,21,28,118,136007039.712891,61783.2596626545
684,4129,19,28,118,24074105.3457031,28124.5020889647
685,4127,19,28,120,38328107.8261719,77345.8559970306
686,3184,25,23,122,5516327.29101562,11366.940475231
687,3187,19,23,122,607044.5625,4104.40867729188
688,3186,19,23,122,2091647.83984375,6933.16707911217
689,3191,19,23,122,6920972.07226562,16184.6139983969
690,3189,19,23,122,9621988.62890625,23319.0047365408
691,3188,19,23,122,3073625.09765625,23801.8914073857
692,3185,19,23,122,2350336.39453125,8605.36994923831
693,3190,19,23,122,33010116.4921875,44445.7293029317
694,1027,26,20,124,5602884.76367188,13339.0121791864
695,1103,19,23,117,89147260.8242188,42720.9838732579
696,1116,19,23,117,99617157.9980469,47786.7140030729
697,1125,19,23,117,58961448.5917969,34968.7232616249
698,1146,19,23,118,206034565.074219,68196.2793985568
699,1128,19,23,117,214106704.544922,83030.404946441
700,1073,19,20,117,32945398.4648438,28591.9698811276
701,1138,26,23,124,35478145.8007812,27092.250239175
702,1139,26,20,124,13782583.3789062,16425.4760745
703,1140,19,20,117,20379744.46875,32051.1191531081
704,1150,19,20,117,35184892.4570312,26846.8929292924
705,1142,26,20,124,12609859.4746094,17194.1653067724
706,3054,26,35,123,953998.283203125,6553.33550504031
707,2107,19,20,122,24386889.6796875,21674.0571865902
708,2136,19,23,122,38789985.7753906,26262.7025275714
709,2120,19,23,125,62249360.8027344,39628.800986226
710,3195,26,20,116,23452189.4726562,25865.3432297873
711,3196,25,23,122,1687772.79296875,5449.97233935539
712,3197,25,21,121,3394518.87304688,7815.84048469087
713,3198,19,23,122,7840875.27929688,14250.5753725671
714,3199,25,23,122,40679804.96875,27579.1767179095
715,3202,25,23,122,24375084.7148438,31770.3843391158
716,3203,25,23,122,42575324.9335938,34356.2371925108
717,4132,19,35,119,37105841.5292969,27110.707986096
718,4083,19,35,119,5450411.41992188,9428.73208865897
719,4189,19,35,120,15839910.5625,31757.7334791967
720,1147,26,20,124,13581387.2636719,16957.0654308443
721,1148,26,20,124,10298084.3828125,19558.1980250883
722,1099,26,20,124,19155705.6015625,19112.5876114609
723,1121,19,20,117,22569253.2597656,22015.5687617481
724,1110,19,20,117,33428735.2363281,30857.3448676729
725,2154,19,20,125,32113365.3085938,27827.0847644745
726,3162,19,23,122,69291397.9609375,38398.9250124408
727,3168,19,23,122,6027913.16210938,12081.6320822521
728,4213,26,35,120,5071944.79492188,20425.4833541612
729,1089,26,20,118,1032288.75976562,4758.38574722248
730,1011,19,20,118,8803655.15234375,12640.305472298
731,1020,19,28,119,14301969.7949219,16160.1465061959
732,1124,19,20,118,2037248.44921875,5824.7238395887
733,1131,19,20,124,100011.896484375,4187.524974164
734,1132,19,28,119,7915170.08007812,11382.163967236
735,2177,26,35,116,106083.576171875,1694.62703856737
736,2178,26,35,116,7321705.04492188,16475.3372257815
737,2179,19,20,122,2750688.5078125,7404.53983220606
738,3016,26,21,121,846072.82421875,3916.23542863298
739,3019,25,21,122,821282.970703125,7378.9905469357
740,3023,25,21,121,834995.537109375,6103.14457767686
741,3037,25,21,122,1093386.97070312,8820.73742921248
742,3140,26,35,120,766264.904296875,6391.17978438265
743,4217,26,28,123,5299022.8984375,10633.3295481506
744,4218,19,35,120,426285.626953125,2791.68847860972
745,4219,26,28,120,112066.611328125,1432.40897200588
746,4222,25,21,121,2241323.09375,7929.48689882346
747,4223,26,28,119,882746.880859375,6561.85593310214
748,4224,26,21,119,230926.39453125,6226.02672415008
749,3032,19,20,122,675593.86328125,3850.10956298404
750,4220,26,28,120,92068.453125,1246.3604408454
751,4221,26,21,121,207015.552734375,4736.54707834145
752,4226,25,28,118,5240709.28320312,10501.8855372794
753,4225,25,28,118,5705411.52929688,12141.0634994236
754,4227,19,28,119,401757.658203125,8403.39873060046
755,4054,26,35,119,35807470.1777344,29331.7942260255
756,2182,19,23,122,32868218.1074219,28638.1812201719
757,2181,19,23,122,26605158.4023438,21640.9836811676
758,2180,19,20,125,16635160.8457031,20904.5063522807
759,1152,19,20,124,27821735.6777344,23572.1461614146
760,1153,19,23,117,49453575.4550781,32222.185413327
761,1122,19,23,117,29269990.0703125,27872.2691633298
762,3052,25,21,121,26865523.2734375,24651.7032821747
763,3137,25,21,121,23135949.2636719,25010.5254883723
764,1082,26,20,117,21842632.4238281,21445.9782608785
765,1108,19,20,117,12656525.6210938,19170.5311969093
766,1157,26,20,124,23635451.6210938,19671.3444251585
767,3107,25,23,122,21557143.4003906,32647.9082171503
768,3127,25,23,122,19125178.7519531,18387.8031079909
769,3121,25,21,121,23948403.9902344,32549.9003480695
770,4228,26,35,123,5205198.06640625,10904.4532860591
771,4229,19,35,120,13926200.0683594,17790.5878557187
772,4230,19,35,120,25196158.0429688,27778.2548059075
773,3136,26,21,123,7678466.78125,14156.8915380752
774,1158,26,23,124,9873862.40039062,16922.2159474451
775,1159,19,20,119,2212206.234375,7967.97310537798
776,3150,25,21,121,5306516.81445312,15079.896878442
